"","seqnames","start","end","width","strand","Conc","Conc_none","Conc_Fulvestrant","Fold","p.value","FDR"
"279","chr22",29913203,29913938,736,"*",6.25,6.98,4.67,2.31,5.89e-20,3.26e-18
"280","chr21",41754467,41755255,789,"*",6.32,7.06,4.72,2.35,6.37e-20,3.52e-18
"281","chr4",70424251,70424638,388,"*",5.11,6.04,1.8,4.23,6.54e-20,3.6e-18
"282","chr4",69590151,69590505,355,"*",5.21,6.12,2.3,3.81,6.77e-20,3.71e-18
"283","chr3",127255021,127255516,496,"*",5.15,6.08,1.74,4.34,6.82e-20,3.72e-18
"284","chr2",150279428,150279916,489,"*",6.1,6.86,4.35,2.51,7.52e-20,4.09e-18
"285","chr6",157148360,157148853,494,"*",5.73,6.57,3.47,3.1,7.56e-20,4.1e-18
"286","chr6",6703969,6704390,422,"*",5.4,6.27,2.82,3.45,7.67e-20,4.14e-18
"287","chr8",23651542,23651917,376,"*",5.22,6.14,1.98,4.15,8.37e-20,4.51e-18
"288","chr16",81322315,81322668,354,"*",5.15,6.08,1.74,4.33,8.5e-20,4.56e-18
"289","chr16",88990226,88990663,438,"*",5.16,6.11,1.34,4.77,8.69e-20,4.64e-18
"290","chr14",100603524,100603920,397,"*",5.21,6.11,2.32,3.79,8.86e-20,4.72e-18
"291","chr7",101647367,101647844,478,"*",5.99,6.78,4.15,2.62,9.03e-20,4.8e-18
"292","chr6",140201085,140201546,462,"*",5.64,6.51,3.05,3.47,9.15e-20,4.84e-18
"293","chr18",55460776,55461314,539,"*",5.98,6.78,4,2.78,9.43e-20,4.97e-18
"294","chr8",121085403,121085838,436,"*",5.35,6.25,2.42,3.83,1.01e-19,5.33e-18
"295","chr17",46577122,46577801,680,"*",5.92,6.74,3.85,2.89,1.02e-19,5.34e-18
"296","chr12",63480340,63480701,362,"*",5.13,6.06,1.61,4.45,1.08e-19,5.61e-18
"297","chr20",49190046,49190345,300,"*",5.08,6.05,0.3,5.75,1.09e-19,5.65e-18
"298","chr8",98776426,98776968,543,"*",6.17,6.94,4.44,2.5,1.13e-19,5.86e-18
"299","chr18",57720972,57721541,570,"*",5.67,6.52,3.4,3.12,1.14e-19,5.9e-18
"300","chr12",3623491,3623992,502,"*",5.25,6.14,2.53,3.61,1.18e-19,6.07e-18
"301","chr8",102478854,102479288,435,"*",6.17,6.92,4.48,2.44,1.2e-19,6.14e-18
"302","chr10",95194728,95195354,627,"*",6.78,7.5,5.25,2.26,1.29e-19,6.57e-18
"303","chr12",76099851,76100572,722,"*",6.32,7.08,4.62,2.47,1.6e-19,8.15e-18
"304","chr11",69706224,69706943,720,"*",6.6,7.28,5.25,2.04,1.81e-19,9.18e-18
"305","chr12",25671544,25671943,400,"*",5.42,6.3,2.79,3.51,1.81e-19,9.18e-18
"306","chrX",153769097,153770387,1291,"*",6.63,7.32,5.26,2.06,1.83e-19,9.24e-18
"307","chr8",36919702,36920135,434,"*",5.8,6.63,3.58,3.05,1.9e-19,9.57e-18
"308","chr12",101346105,101346784,680,"*",5.4,6.3,2.41,3.89,1.91e-19,9.6e-18
"309","chr12",120517233,120518180,948,"*",5.78,6.61,3.58,3.03,2.11e-19,1.06e-17
"310","chrX",153877880,153878513,634,"*",5.74,6.55,3.76,2.79,2.13e-19,1.06e-17
"311","chr19",47840004,47840568,565,"*",6.03,6.81,4.2,2.62,2.14e-19,1.07e-17
"312","chr2",20574637,20575039,403,"*",5.29,6.19,2.35,3.84,2.2e-19,1.09e-17
"313","chr20",61275494,61275859,366,"*",5.25,6.17,2,4.17,2.27e-19,1.12e-17
"314","chr20",35215441,35216161,721,"*",6.33,7.06,4.75,2.31,2.27e-19,1.12e-17
"315","chr4",104699825,104700238,414,"*",5.22,6.15,1.84,4.31,2.31e-19,1.13e-17
"316","chr14",65585019,65585526,508,"*",6.3,7.04,4.69,2.34,2.35e-19,1.15e-17
"317","chr10",80918187,80918662,476,"*",5.8,6.62,3.71,2.91,2.47e-19,1.2e-17
"318","chr15",33359998,33360669,672,"*",6.38,7.09,4.9,2.19,2.47e-19,1.2e-17
"319","chr20",49343853,49344609,757,"*",7.38,8.06,6.03,2.03,2.55e-19,1.23e-17
"320","chr3",134046439,134046789,351,"*",5.37,6.24,2.89,3.35,2.64e-19,1.27e-17
"321","chr5",139088477,139089299,823,"*",6.33,7.11,4.51,2.6,2.67e-19,1.28e-17
"322","chr2",237949873,237950384,512,"*",6.14,6.94,4.18,2.76,2.72e-19,1.3e-17
"323","chr9",110567344,110567781,438,"*",5.6,6.44,3.34,3.1,2.73e-19,1.3e-17
"324","chr14",100562761,100563255,495,"*",5.39,6.28,2.62,3.67,2.82e-19,1.34e-17
"325","chr2",180511500,180511931,432,"*",5.26,6.16,2.25,3.92,2.91e-19,1.38e-17
"326","chr19",1181551,1182168,618,"*",6.65,7.33,5.33,1.99,2.93e-19,1.39e-17
"327","chr2",11679475,11680225,751,"*",6.95,7.62,5.66,1.96,3.05e-19,1.44e-17
"328","chr22",19160519,19161017,499,"*",5.63,6.49,3.24,3.25,3.23e-19,1.52e-17
"329","chr4",991515,992321,807,"*",5.93,6.7,4.12,2.59,3.27e-19,1.54e-17
"330","chr22",30804734,30805130,397,"*",5,5.96,0.57,5.39,3.34e-19,1.56e-17
"331","chr11",86487138,86487737,600,"*",6.28,7.07,4.41,2.66,3.98e-19,1.86e-17
"332","chr8",102486284,102486715,432,"*",5.35,6.26,2.33,3.93,4.02e-19,1.87e-17
"333","chr20",24792970,24793310,341,"*",5.04,5.98,1.35,4.63,4.08e-19,1.89e-17
"334","chr2",97630361,97630755,395,"*",5.34,6.25,2.28,3.96,4.16e-19,1.92e-17
"335","chr19",46381318,46381882,565,"*",5.32,6.22,2.5,3.72,4.2e-19,1.94e-17
"336","chr22",43130316,43130932,617,"*",6.08,6.84,4.36,2.48,4.45e-19,2.04e-17
"337","chr1",31659437,31659809,373,"*",5.06,6.02,1.01,5.01,4.54e-19,2.08e-17
"338","chr1",117724329,117724697,369,"*",5.02,5.98,0.81,5.17,4.98e-19,2.28e-17
"339","chr4",6281950,6282430,481,"*",5.6,6.43,3.42,3.01,5.01e-19,2.28e-17
"340","chr17",66437538,66437964,427,"*",5.64,6.45,3.62,2.83,5.27e-19,2.4e-17
"341","chr7",73236651,73237300,650,"*",6.12,6.88,4.44,2.43,5.5e-19,2.49e-17
"342","chr5",117583324,117583791,468,"*",5.31,6.3,-0.49,6.78,6.05e-19,2.73e-17
"343","chr10",32940467,32940954,488,"*",5.8,6.58,3.94,2.64,6.26e-19,2.82e-17
"344","chrX",130577680,130578141,462,"*",5.04,6,0.71,5.29,6.59e-19,2.96e-17
"345","chr20",55465093,55465568,476,"*",5.74,6.56,3.62,2.94,6.72e-19,3.01e-17
"346","chr15",87407211,87407604,394,"*",4.99,5.95,0.71,5.24,6.96e-19,3.11e-17
"347","chr16",87840397,87841071,675,"*",5.87,6.72,3.61,3.11,7.59e-19,3.38e-17
"348","chr2",186052027,186052496,470,"*",5.48,6.4,2.3,4.09,7.62e-19,3.38e-17
"349","chr9",130809369,130809996,628,"*",6.1,6.89,4.27,2.61,9.62e-19,4.26e-17
"350","chr19",40986083,40986454,372,"*",5.2,6.1,2.4,3.69,9.84e-19,4.34e-17
"351","chr14",77866404,77867099,696,"*",6.78,7.5,5.28,2.22,9.96e-19,4.38e-17
"352","chr17",38711729,38712160,432,"*",5.02,5.96,1.33,4.63,1.02e-18,4.46e-17
"353","chr6",43459767,43460277,511,"*",5,5.96,0.81,5.15,1.12e-18,4.9e-17
"354","chr2",47426198,47426805,608,"*",5.24,6.13,2.51,3.62,1.13e-18,4.93e-17
"355","chr6",15090256,15090678,423,"*",5.51,6.34,3.33,3.01,1.16e-18,5.04e-17
"356","chr22",37593586,37594170,585,"*",5.97,6.73,4.26,2.46,1.2e-18,5.22e-17
"357","chr8",111878014,111878400,387,"*",5.36,6.22,2.86,3.36,1.28e-18,5.54e-17
"358","chr13",78179252,78179635,384,"*",5.08,6.04,1.1,4.93,1.32e-18,5.71e-17
"359","chr7",120357131,120357674,544,"*",5.58,6.46,2.83,3.63,1.33e-18,5.72e-17
"360","chr6",134426999,134427469,471,"*",5.21,6.16,1.34,4.81,1.34e-18,5.74e-17
"361","chr16",87868101,87868505,405,"*",5.6,6.43,3.47,2.96,1.37e-18,5.87e-17
"362","chr8",67626083,67627050,968,"*",6.78,7.54,5.07,2.47,1.55e-18,6.62e-17
"363","chr17",8957421,8957926,506,"*",5.85,6.65,3.9,2.75,1.56e-18,6.64e-17
"364","chr10",43577565,43578050,486,"*",5.45,6.33,2.77,3.56,1.66e-18,7.05e-17
"365","chr22",19696492,19696899,408,"*",4.95,5.91,0.7,5.21,1.74e-18,7.35e-17
"366","chr16",15581670,15581992,323,"*",4.92,5.87,0.86,5.01,1.77e-18,7.47e-17
"367","chr10",80737582,80737925,344,"*",5.05,6,1.1,4.9,1.86e-18,7.82e-17
"368","chr1",235098911,235099611,701,"*",6.25,6.98,4.65,2.33,1.87e-18,7.86e-17
"369","chr1",204114443,204114823,381,"*",4.95,5.9,1.11,4.79,1.92e-18,8.03e-17
"370","chr11",94277209,94277679,471,"*",5.89,6.71,3.83,2.88,1.92e-18,8.03e-17
"371","chr20",19113904,19114377,474,"*",5.2,6.09,2.44,3.65,1.94e-18,8.07e-17
"372","chr14",94857006,94857436,431,"*",5.12,6.04,1.98,4.06,2.01e-18,8.37e-17
"373","chr8",130463029,130463469,441,"*",5.88,6.7,3.73,2.98,2.05e-18,8.5e-17
"374","chr14",104812486,104812965,480,"*",5.7,6.5,3.73,2.77,2.06e-18,8.5e-17
"375","chr17",80571854,80572410,557,"*",5.64,6.45,3.61,2.84,2.08e-18,8.57e-17
"376","chr11",65147360,65147740,381,"*",5.6,6.43,3.48,2.94,2.26e-18,9.27e-17
"377","chr16",366720,367470,751,"*",6.33,7.06,4.79,2.27,2.31e-18,9.45e-17
"378","chr11",69952279,69952797,519,"*",5.26,6.13,2.66,3.47,2.33e-18,9.52e-17
"379","chr12",46595137,46595727,591,"*",6.41,7.17,4.73,2.44,2.37e-18,9.66e-17
"380","chr10",61082873,61083312,440,"*",5.2,6.08,2.62,3.46,2.52e-18,1.03e-16
"381","chr18",49018003,49018361,359,"*",5.03,5.95,1.74,4.21,2.54e-18,1.03e-16
"382","chr16",69358199,69358809,611,"*",5.23,6.14,2.18,3.95,2.56e-18,1.04e-16
"383","chr19",35809928,35810326,399,"*",4.98,5.9,1.61,4.29,2.8e-18,1.13e-16
"384","chr20",43970591,43971299,709,"*",6.41,7.15,4.81,2.34,2.91e-18,1.17e-16
"385","chr5",66532623,66532947,325,"*",4.95,5.92,0.14,5.78,2.98e-18,1.2e-16
"386","chrX",137119579,137120044,466,"*",5.41,6.26,3.09,3.17,2.99e-18,1.2e-16
"387","chr21",41711021,41711377,357,"*",4.92,5.87,0.97,4.91,3.23e-18,1.29e-16
"388","chr16",85499461,85500107,647,"*",6.79,7.47,5.47,2,3.41e-18,1.36e-16
"389","chr17",70636486,70636995,510,"*",5.93,6.7,4.21,2.49,3.48e-18,1.38e-16
"390","chr11",67983995,67984342,348,"*",5.06,5.96,2.15,3.82,3.49e-18,1.38e-16
"391","chr2",43015923,43016539,617,"*",6.02,6.85,3.86,2.99,3.52e-18,1.39e-16
"392","chr15",67316096,67316504,409,"*",5.06,5.99,1.71,4.27,3.67e-18,1.45e-16
"393","chr11",112163781,112164148,368,"*",4.98,5.9,1.77,4.13,3.71e-18,1.46e-16
"394","chr21",46749835,46750689,855,"*",6.78,7.43,5.53,1.9,4.01e-18,1.57e-16
"395","chr11",75502955,75503521,567,"*",5.64,6.48,3.36,3.13,4.03e-18,1.58e-16
"396","chr1",12660256,12660743,488,"*",5.21,6.13,1.93,4.2,4.05e-18,1.58e-16
"397","chr1",10812374,10812808,435,"*",5.08,5.98,2.2,3.78,4.05e-18,1.58e-16
"398","chr11",45950061,45950565,505,"*",5.17,6.08,2.05,4.04,4.18e-18,1.62e-16
"399","chr4",75339061,75339650,590,"*",5,5.97,0.65,5.32,5.12e-18,1.98e-16
"400","chr2",226707683,226708085,403,"*",5.37,6.27,2.43,3.84,5.12e-18,1.98e-16
"401","chr16",85603981,85604445,465,"*",5.59,6.41,3.57,2.84,5.15e-18,1.98e-16
"402","chr20",58653547,58653857,311,"*",6.39,7.11,4.9,2.21,5.68e-18,2.18e-16
"403","chr12",24831994,24832425,432,"*",5,5.93,1.46,4.48,5.84e-18,2.24e-16
"404","chr11",70105186,70105682,497,"*",5.5,6.33,3.25,3.08,5.97e-18,2.28e-16
"405","chr15",89984490,89984835,346,"*",4.93,5.89,0.81,5.07,6.68e-18,2.55e-16
"406","chr1",42244031,42244394,364,"*",4.9,5.87,0.14,5.73,6.98e-18,2.66e-16
"407","chr9",139222483,139222935,453,"*",5.49,6.32,3.3,3.02,7.09e-18,2.69e-16
"408","chr10",62835375,62835869,495,"*",5.23,6.16,1.94,4.22,7.14e-18,2.7e-16
"409","chr17",17790276,17790672,397,"*",4.89,5.83,1.41,4.41,7.17e-18,2.71e-16
"410","chr8",130472024,130472387,364,"*",4.97,5.89,1.71,4.18,7.45e-18,2.81e-16
"411","chr4",3688541,3688955,415,"*",5.33,6.21,2.67,3.54,8.01e-18,3.01e-16
"412","chr16",15082147,15082616,470,"*",4.9,5.86,0.58,5.28,8.02e-18,3.01e-16
"413","chr22",21241636,21242221,586,"*",5.74,6.53,3.83,2.71,8.18e-18,3.06e-16
"414","chr12",119609043,119609411,369,"*",5.47,6.33,3.08,3.25,8.23e-18,3.07e-16
"415","chr10",8126771,8127545,775,"*",5.82,6.67,3.5,3.17,8.43e-18,3.14e-16
"416","chr7",120314143,120314493,351,"*",5.17,6.1,1.88,4.22,8.79e-18,3.26e-16
"417","chr14",26193553,26193931,379,"*",5.21,6.08,2.65,3.43,9.25e-18,3.43e-16
"418","chr19",17998970,17999389,420,"*",5.45,6.29,3.2,3.08,9.45e-18,3.49e-16
"419","chr8",86852973,86853501,529,"*",6.56,7.25,5.22,2.03,9.46e-18,3.49e-16
"420","chr17",47964575,47965362,788,"*",6.14,6.91,4.36,2.55,9.96e-18,3.66e-16
"421","chr5",56052878,56053248,371,"*",4.86,5.82,0.68,5.14,1.02e-17,3.75e-16
"422","chr10",79169795,79170269,475,"*",5.81,6.63,3.7,2.94,1.07e-17,3.93e-16
"423","chr8",97958020,97958405,386,"*",5.56,6.38,3.44,2.94,1.15e-17,4.21e-16
"424","chr11",15636994,15637289,296,"*",5.13,6.02,2.35,3.67,1.17e-17,4.28e-16
"425","chr12",23388202,23388704,503,"*",4.96,5.9,1.53,4.36,1.18e-17,4.28e-16
"426","chr2",42237884,42238298,415,"*",5.12,6.02,2.21,3.82,1.22e-17,4.42e-16
"427","chr6",110876125,110876519,395,"*",5.38,6.22,3.11,3.12,1.22e-17,4.42e-16
"428","chr6",123013126,123013534,409,"*",5.22,6.09,2.62,3.48,1.25e-17,4.51e-16
"429","chr11",71192299,71192944,646,"*",6.64,7.34,5.25,2.09,1.28e-17,4.61e-16
"430","chr4",75340746,75341324,579,"*",5.1,6.08,-0.49,6.57,1.29e-17,4.64e-16
"431","chr3",175403555,175403915,361,"*",5.27,6.18,2.23,3.95,1.41e-17,5.04e-16
"432","chr3",58452881,58453281,401,"*",5.41,6.25,3.16,3.1,1.41e-17,5.04e-16
"433","chr3",193597261,193598014,754,"*",6.65,7.32,5.37,1.95,1.44e-17,5.15e-16
"434","chr22",40049516,40049869,354,"*",5.07,5.97,2.25,3.71,1.63e-17,5.81e-16
"435","chr2",217158720,217159117,398,"*",5.21,6.09,2.53,3.56,1.67e-17,5.95e-16
"436","chr2",177710386,177710869,484,"*",5.5,6.36,3.06,3.31,1.72e-17,6.08e-16
"437","chr14",88935328,88935724,397,"*",5.36,6.23,2.82,3.41,1.76e-17,6.22e-16
"438","chr8",91766479,91766858,380,"*",5.08,6.03,1.27,4.76,1.83e-17,6.44e-16
"439","chr21",45615881,45616349,469,"*",4.86,5.8,1.32,4.48,1.99e-17,7.01e-16
"440","chr5",122188343,122188759,417,"*",5.17,6.1,1.86,4.23,2.02e-17,7.1e-16
"441","chr17",38336969,38337419,451,"*",5.7,6.53,3.6,2.93,2.16e-17,7.58e-16
"442","chr3",13555567,13556063,497,"*",5.77,6.54,3.99,2.55,2.18e-17,7.61e-16
"443","chr3",161057237,161058140,904,"*",7.2,7.85,6.01,1.84,2.26e-17,7.87e-16
"444","chr13",23553063,23553815,753,"*",6.32,7.02,4.93,2.09,2.3e-17,8e-16
"445","chr22",45327077,45327418,342,"*",4.89,5.86,0.23,5.62,2.41e-17,8.37e-16
"446","chr4",6752612,6753067,456,"*",5.51,6.35,3.29,3.06,2.42e-17,8.37e-16
"447","chr4",164369656,164370029,374,"*",4.98,5.91,1.6,4.32,2.45e-17,8.47e-16
"448","chr1",215598533,215598850,318,"*",4.91,5.84,1.53,4.31,2.46e-17,8.49e-16
"449","chr3",72751544,72751951,408,"*",4.8,5.77,0.44,5.33,2.54e-17,8.74e-16
"450","chr20",49182923,49183216,294,"*",4.85,5.82,0.14,5.68,2.63e-17,9.03e-16
"451","chr7",140692262,140692758,497,"*",6.01,6.76,4.36,2.4,2.69e-17,9.22e-16
"452","chr15",77889055,77889403,349,"*",5.08,6,1.77,4.23,2.76e-17,9.44e-16
"453","chr9",134469645,134469988,344,"*",4.97,5.88,1.97,3.91,2.87e-17,9.8e-16
"454","chr4",56813260,56813612,353,"*",4.87,5.8,1.37,4.43,2.95e-17,1e-15
"455","chr16",48269632,48270083,452,"*",4.98,5.89,1.82,4.08,3.03e-17,1.03e-15
"456","chrX",97323191,97323675,485,"*",5.53,6.41,2.97,3.43,3.45e-17,1.17e-15
"457","chr11",35387395,35387874,480,"*",5.13,6.01,2.48,3.54,3.45e-17,1.17e-15
"458","chr1",45982333,45982953,621,"*",5.49,6.29,3.47,2.82,3.54e-17,1.19e-15
"459","chr5",66530537,66530959,423,"*",5.28,6.17,2.56,3.6,3.59e-17,1.21e-15
"460","chr1",204110318,204110600,283,"*",4.8,5.77,0.3,5.46,3.62e-17,1.22e-15
"461","chr10",93120657,93121080,424,"*",5.26,6.19,1.87,4.33,3.71e-17,1.24e-15
"462","chr19",3384882,3385285,404,"*",5.35,6.2,3.05,3.15,3.75e-17,1.25e-15
"463","chr16",23386189,23386595,407,"*",4.98,5.91,1.7,4.21,3.81e-17,1.27e-15
"464","chr19",7684608,7685264,657,"*",5.44,6.28,3.22,3.06,3.84e-17,1.28e-15
"465","chr2",197474803,197475202,400,"*",4.82,5.78,0.45,5.34,3.92e-17,1.3e-15
"466","chr12",123554121,123554881,761,"*",5.97,6.74,4.23,2.51,3.94e-17,1.31e-15
"467","chr1",241964467,241964923,457,"*",5.44,6.31,2.92,3.39,4.19e-17,1.39e-15
"468","chr10",30101071,30101688,618,"*",5.94,6.76,3.88,2.87,4.27e-17,1.41e-15
"469","chr10",3734608,3734987,380,"*",4.93,5.87,1.35,4.52,4.44e-17,1.46e-15
"470","chr8",144099276,144099903,628,"*",6.33,7.06,4.78,2.28,4.59e-17,1.51e-15
"471","chr4",75505064,75505490,427,"*",5.32,6.16,3.03,3.13,4.65e-17,1.52e-15
"472","chr3",170979770,170980157,388,"*",5.15,6.04,2.45,3.59,4.83e-17,1.58e-15
"473","chr2",189715475,189715981,507,"*",5.73,6.5,3.96,2.54,5.19e-17,1.7e-15
"474","chr2",14318943,14319273,331,"*",4.78,5.73,0.96,4.77,5.43e-17,1.77e-15
"475","chr2",70203723,70204100,378,"*",5,5.98,-0.49,6.47,5.8e-17,1.89e-15
"476","chr16",56404649,56405205,557,"*",6.3,7,4.9,2.1,5.82e-17,1.89e-15
"477","chr8",128882390,128883296,907,"*",7.25,7.86,6.16,1.7,5.93e-17,1.92e-15
"478","chr7",84165410,84166166,757,"*",6.4,7.15,4.76,2.39,6.26e-17,2.02e-15
"479","chr4",105817827,105818263,437,"*",5.61,6.44,3.47,2.96,6.32e-17,2.04e-15
"480","chr7",44190095,44190470,376,"*",5.09,6,1.92,4.08,6.39e-17,2.06e-15
"481","chr8",102516291,102516699,409,"*",5.74,6.51,3.99,2.52,6.52e-17,2.09e-15
"482","chr9",2469676,2470283,608,"*",5.61,6.43,3.53,2.91,6.69e-17,2.15e-15
"483","chr11",69329972,69330508,537,"*",6.38,7.13,4.75,2.38,6.81e-17,2.18e-15
"484","chr5",145407248,145407788,541,"*",5.61,6.39,3.74,2.66,6.93e-17,2.21e-15
"485","chr1",42617774,42618243,470,"*",5.21,6.09,2.47,3.62,7.12e-17,2.27e-15
"486","chr6",150038651,150039051,401,"*",5.78,6.55,4.03,2.51,7.55e-17,2.4e-15
"487","chr2",129038337,129038747,411,"*",4.87,5.82,1.01,4.81,7.9e-17,2.51e-15
"488","chr11",116611486,116611946,461,"*",4.77,5.73,0.58,5.15,8e-17,2.53e-15
"489","chr1",41389326,41389677,352,"*",4.93,5.86,1.47,4.39,8.02e-17,2.53e-15
"490","chr15",90371147,90371538,392,"*",4.95,5.9,1.19,4.71,8.2e-17,2.58e-15
"491","chr7",98394721,98395155,435,"*",5.71,6.49,3.88,2.61,8.2e-17,2.58e-15
"492","chr17",43201864,43202385,522,"*",5.15,6.01,2.71,3.3,8.21e-17,2.58e-15
"493","chr6",45643427,45643791,365,"*",4.98,5.87,2.22,3.65,8.84e-17,2.77e-15
"494","chr2",133340050,133340424,375,"*",5.07,5.94,2.49,3.45,8.97e-17,2.8e-15
"495","chr20",48759328,48759687,360,"*",5.47,6.29,3.39,2.9,9.09e-17,2.84e-15
"496","chr13",28074811,28075197,387,"*",4.95,5.87,1.71,4.16,9.36e-17,2.92e-15
"497","chr5",95048081,95048561,481,"*",5.65,6.43,3.84,2.59,9.93e-17,3.09e-15
"498","chr10",43521765,43522396,632,"*",6.55,7.23,5.21,2.02,1.02e-16,3.16e-15
"499","chr2",70843261,70843814,554,"*",5.89,6.64,4.25,2.39,1.14e-16,3.52e-15
"500","chr11",101169904,101170619,716,"*",5.42,6.3,2.74,3.56,1.17e-16,3.61e-15
"501","chr11",75044781,75045237,457,"*",5.6,6.39,3.7,2.69,1.18e-16,3.64e-15
"502","chr2",65133985,65134737,753,"*",6.37,7.08,4.9,2.18,1.21e-16,3.73e-15
"503","chr18",9705267,9705600,334,"*",5.06,5.95,2.37,3.58,1.22e-16,3.75e-15
"504","chr2",227015814,227016288,475,"*",5.65,6.47,3.55,2.92,1.23e-16,3.77e-15
"505","chr2",134250446,134250857,412,"*",5.14,6.04,2.15,3.9,1.24e-16,3.78e-15
"506","chr19",51596266,51596792,527,"*",5.11,6,2.35,3.65,1.24e-16,3.79e-15
"507","chr2",129039426,129039824,399,"*",4.76,5.73,0.3,5.42,1.25e-16,3.82e-15
"508","chr9",132517980,132518265,286,"*",4.8,5.77,-0.04,5.81,1.28e-16,3.9e-15
"509","chr7",151391836,151392552,717,"*",6.04,6.77,4.48,2.29,1.34e-16,4.07e-15
"510","chr17",39572145,39572598,454,"*",5.95,6.71,4.28,2.42,1.35e-16,4.1e-15
"511","chr6",7907278,7907837,560,"*",4.73,5.7,0.45,5.25,1.38e-16,4.18e-15
"512","chr1",202081790,202082494,705,"*",6.6,7.25,5.36,1.89,1.42e-16,4.29e-15
"513","chr5",20502020,20502465,446,"*",4.88,5.85,0.14,5.71,1.56e-16,4.69e-15
"514","chr9",76060274,76060717,444,"*",5.71,6.49,3.86,2.63,1.57e-16,4.71e-15
"515","chr4",176155064,176155683,620,"*",5.42,6.31,2.68,3.63,1.59e-16,4.78e-15
"516","chr16",374327,374789,463,"*",5.2,6.06,2.72,3.34,1.71e-16,5.12e-15
"517","chr5",55724829,55725464,636,"*",6.37,7.05,5.04,2.01,1.78e-16,5.33e-15
"518","chr3",157217923,157218383,461,"*",5.52,6.35,3.39,2.95,1.8e-16,5.37e-15
"519","chr14",53697970,53698304,335,"*",5.23,6.12,2.46,3.65,1.82e-16,5.4e-15
"520","chr6",158460574,158461144,571,"*",5.8,6.57,3.98,2.6,1.86e-16,5.54e-15
"521","chr9",140509509,140510028,520,"*",5.29,6.15,2.86,3.3,1.93e-16,5.74e-15
"522","chr3",127803135,127803794,660,"*",6.34,7.06,4.83,2.23,1.94e-16,5.75e-15
"523","chr6",64144817,64145207,391,"*",5.23,6.09,2.8,3.3,1.95e-16,5.76e-15
"524","chr14",75725313,75725741,429,"*",5.15,6.06,2.18,3.88,1.99e-16,5.86e-15
"525","chr11",119780724,119781093,370,"*",5.01,5.89,2.35,3.53,2.11e-16,6.22e-15
"526","chr16",11799993,11800304,312,"*",4.77,5.72,0.81,4.91,2.23e-16,6.55e-15
"527","chr4",17702555,17702974,420,"*",5,5.92,1.89,4.02,2.24e-16,6.56e-15
"528","chr2",129049015,129049461,447,"*",5.35,6.18,3.23,2.95,2.25e-16,6.57e-15
"529","chr5",145412039,145412336,298,"*",4.73,5.69,0.57,5.12,2.25e-16,6.58e-15
"530","chr20",48993349,48993978,630,"*",6.03,6.76,4.46,2.3,2.37e-16,6.91e-15
"531","chr17",17658874,17659196,323,"*",4.71,5.67,0.45,5.22,2.48e-16,7.22e-15
"532","chr2",132321458,132321887,430,"*",5.06,5.94,2.4,3.54,2.55e-16,7.4e-15
"533","chr1",8257872,8258351,480,"*",4.9,5.82,1.82,4,2.55e-16,7.4e-15
"534","chr8",37159533,37159984,452,"*",5.24,6.09,2.94,3.15,2.57e-16,7.42e-15
"535","chrX",78094827,78095595,769,"*",5.61,6.44,3.42,3.02,2.58e-16,7.45e-15
"536","chr17",66436005,66436467,463,"*",5.37,6.23,2.97,3.26,2.61e-16,7.52e-15
"537","chr2",237520211,237520560,350,"*",4.95,5.88,1.52,4.36,2.82e-16,8.12e-15
"538","chr2",72801988,72802427,440,"*",5.61,6.46,3.26,3.2,2.9e-16,8.32e-15
"539","chr17",43120510,43121030,521,"*",6.02,6.75,4.49,2.26,2.93e-16,8.39e-15
"540","chr15",40347083,40347892,810,"*",5.66,6.45,3.72,2.74,3.15e-16,9.02e-15
"541","chr14",67946636,67947354,719,"*",6.31,7.02,4.89,2.13,3.16e-16,9.03e-15
"542","chr16",1240782,1242011,1230,"*",5.91,6.67,4.18,2.5,3.3e-16,9.4e-15
"543","chr14",77419631,77420186,556,"*",5.68,6.5,3.57,2.93,3.31e-16,9.41e-15
"544","chr11",66795126,66795714,589,"*",6.21,6.96,4.53,2.43,3.34e-16,9.48e-15
"545","chr2",73212870,73213551,682,"*",6.06,6.77,4.59,2.18,3.39e-16,9.62e-15
"546","chr4",40550341,40550732,392,"*",5.22,6.1,2.64,3.45,3.41e-16,9.64e-15
"547","chr6",120462805,120463164,360,"*",4.73,5.66,1.27,4.39,3.45e-16,9.75e-15
"548","chr4",3468576,3469338,763,"*",5.36,6.19,3.23,2.96,3.56e-16,1e-14
"549","chr3",58082594,58082936,343,"*",4.82,5.74,1.53,4.21,3.87e-16,1.09e-14
"550","chr15",96259466,96259843,378,"*",4.75,5.7,0.87,4.83,3.9e-16,1.09e-14
"551","chr16",85678554,85679263,710,"*",5.53,6.32,3.6,2.72,3.96e-16,1.11e-14
"552","chr1",202101513,202102098,586,"*",5.8,6.57,4.04,2.53,4.07e-16,1.14e-14
"553","chr9",111235597,111236015,419,"*",4.84,5.77,1.46,4.31,4.24e-16,1.19e-14
"554","chr2",106139182,106139576,395,"*",5.43,6.25,3.35,2.9,4.34e-16,1.21e-14
"555","chr12",116823568,116823990,423,"*",5.21,6.05,2.97,3.09,4.37e-16,1.22e-14
"556","chr1",42333881,42334237,357,"*",5.96,6.7,4.32,2.38,4.55e-16,1.26e-14
"557","chr8",102527661,102528265,605,"*",6.07,6.79,4.55,2.24,4.6e-16,1.28e-14
