"","seqnames","start","end","width","strand","Conc","Conc_Fulvestrant","Conc_none","Fold","p.value","FDR"
"274","chr8",102478862,102479293,432,"*",4.99,2.96,5.8,-2.84,1.32e-22,3.17e-21
"275","chr7",116066427,116066967,541,"*",5.6,4.08,6.32,-2.24,1.32e-22,3.17e-21
"276","chr12",97961450,97962897,1448,"*",6.56,5.32,7.21,-1.89,1.37e-22,3.27e-21
"277","chr12",46595136,46595710,575,"*",4.89,2.76,5.71,-2.95,1.39e-22,3.32e-21
"278","chr4",3688500,3688910,411,"*",4.38,1.07,5.31,-4.24,1.49e-22,3.54e-21
"279","chr12",53288924,53289494,571,"*",5.26,3.36,6.05,-2.69,1.51e-22,3.57e-21
"280","chr3",168588536,168588975,440,"*",4.74,2.69,5.56,-2.87,1.69e-22,3.98e-21
"281","chr2",68076470,68077066,597,"*",4.68,-0.36,5.66,-6.02,1.9e-22,4.46e-21
"282","chr5",172962394,172963392,999,"*",6.29,5.03,6.95,-1.92,1.91e-22,4.46e-21
"283","chr12",116827965,116828789,825,"*",5.86,4.41,6.56,-2.15,1.96e-22,4.56e-21
"284","chr7",156539170,156539887,718,"*",4.51,0.55,5.47,-4.92,2.01e-22,4.66e-21
"285","chr3",161139962,161140412,451,"*",4.39,1.5,5.29,-3.79,2.37e-22,5.48e-21
"286","chr3",145833369,145833780,412,"*",4.71,2.41,5.55,-3.14,2.81e-22,6.47e-21
"287","chr12",15396072,15396488,417,"*",4.37,1.7,5.25,-3.55,3.07e-22,7.05e-21
"288","chr4",164369616,164370061,446,"*",4.63,2.37,5.48,-3.11,3.15e-22,7.22e-21
"289","chr9",110303779,110304280,502,"*",5.13,3.44,5.88,-2.44,3.22e-22,7.34e-21
"290","chr2",65527281,65527725,445,"*",4.55,1.3,5.47,-4.17,3.24e-22,7.38e-21
"291","chr4",17702510,17702956,447,"*",4.31,0.8,5.24,-4.44,3.37e-22,7.63e-21
"292","chr6",17389439,17389990,552,"*",5.9,4.59,6.58,-1.99,4.01e-22,9.05e-21
"293","chr2",173138804,173139230,427,"*",4.71,2.4,5.56,-3.16,4.13e-22,9.27e-21
"294","chr2",66616858,66617364,507,"*",5.05,3.14,5.85,-2.7,4.13e-22,9.27e-21
"295","chr3",174673213,174673811,599,"*",5.08,3.34,5.85,-2.51,4.25e-22,9.49e-21
"296","chr14",65585041,65585534,494,"*",5.02,3.16,5.81,-2.65,4.37e-22,9.74e-21
"297","chrX",97323186,97323657,472,"*",4.35,1.44,5.25,-3.82,4.4e-22,9.77e-21
"298","chr7",34527037,34527513,477,"*",4.31,0.92,5.24,-4.31,4.47e-22,9.9e-21
"299","chr2",20581066,20581510,445,"*",4.55,1.82,5.44,-3.62,4.71e-22,1.04e-20
"300","chr20",55511682,55512112,431,"*",4.29,0.37,5.24,-4.87,5.07e-22,1.12e-20
"301","chr19",51547553,51548007,455,"*",4.83,2.84,5.64,-2.8,5.26e-22,1.15e-20
"302","chr21",15678442,15678913,472,"*",4.84,2.62,5.67,-3.05,5.67e-22,1.24e-20
"303","chr17",13679292,13679832,541,"*",4.27,1.1,5.19,-4.09,6.62e-22,1.44e-20
"304","chr11",69069157,69069589,433,"*",4.82,2.58,5.66,-3.08,7.04e-22,1.53e-20
"305","chr3",63918381,63918986,606,"*",6.14,4.85,6.81,-1.96,7.13e-22,1.54e-20
"306","chr10",81118473,81118881,409,"*",4.36,1.18,5.27,-4.1,7.42e-22,1.6e-20
"307","chr6",120288952,120289533,582,"*",4.63,2.47,5.46,-2.98,7.51e-22,1.61e-20
"308","chr11",69330017,69330486,470,"*",5.53,3.92,6.28,-2.36,7.64e-22,1.64e-20
"309","chr6",17393955,17394405,451,"*",4.47,1.5,5.37,-3.87,7.79e-22,1.66e-20
"310","chr21",43796329,43796865,537,"*",6.21,4.71,6.93,-2.22,8.07e-22,1.72e-20
"311","chr11",66764413,66764966,554,"*",4.8,2.85,5.59,-2.74,9.23e-22,1.96e-20
"312","chr6",38229425,38230126,702,"*",4.63,2.53,5.45,-2.93,9.63e-22,2.03e-20
"313","chr5",55325685,55326114,430,"*",4.68,2.47,5.52,-3.04,9.64e-22,2.03e-20
"314","chr20",19264087,19264698,612,"*",5.97,4.57,6.67,-2.1,1.06e-21,2.23e-20
"315","chr3",160748835,160749275,441,"*",4.51,2.11,5.36,-3.25,1.11e-21,2.33e-20
"316","chr17",39572125,39572603,479,"*",4.77,2.79,5.58,-2.79,1.12e-21,2.34e-20
"317","chr7",2728709,2729156,448,"*",5.03,2.83,5.86,-3.03,1.18e-21,2.46e-20
"318","chr8",122163164,122163565,402,"*",5.37,3.76,6.12,-2.36,1.27e-21,2.64e-20
"319","chr2",150279448,150279894,447,"*",4.46,1.97,5.33,-3.36,1.33e-21,2.76e-20
"320","chr3",87591588,87592094,507,"*",4.24,0.5,5.19,-4.68,1.38e-21,2.85e-20
"321","chr11",76746427,76747008,582,"*",4.41,1.8,5.28,-3.48,1.41e-21,2.9e-20
"322","chr1",42325821,42326298,478,"*",4.23,1.26,5.13,-3.87,1.61e-21,3.3e-20
"323","chr6",151979120,151979651,532,"*",5.81,4.49,6.49,-1.99,1.63e-21,3.33e-20
"324","chr2",72797555,72798217,663,"*",4.3,0.46,5.24,-4.79,1.81e-21,3.68e-20
"325","chr18",57721021,57721464,444,"*",4.41,1.93,5.28,-3.35,1.82e-21,3.7e-20
"326","chr2",130702950,130703558,609,"*",4.46,1.99,5.32,-3.33,2.18e-21,4.41e-20
"327","chr10",135092124,135092686,563,"*",4.62,2.33,5.47,-3.14,2.28e-21,4.59e-20
"328","chr20",56629786,56630383,598,"*",4.25,1.25,5.15,-3.9,2.3e-21,4.62e-20
"329","chr2",182991137,182991578,442,"*",4.23,0.74,5.16,-4.43,2.33e-21,4.65e-20
"330","chr3",124556522,124557031,510,"*",5.13,3.37,5.9,-2.53,2.33e-21,4.65e-20
"331","chr18",55460836,55461361,526,"*",4.7,2.68,5.51,-2.83,2.47e-21,4.93e-20
"332","chr13",27552432,27552965,534,"*",4.31,1.03,5.23,-4.2,2.63e-21,5.21e-20
"333","chr3",64476970,64477554,585,"*",6.03,4.8,6.69,-1.88,2.63e-21,5.21e-20
"334","chr10",43521814,43522271,458,"*",5.13,3.11,5.94,-2.84,2.65e-21,5.24e-20
"335","chrX",149461625,149462139,515,"*",4.85,2.94,5.64,-2.7,2.71e-21,5.34e-20
"336","chr16",88994679,88995217,539,"*",4.49,2.17,5.33,-3.16,2.82e-21,5.53e-20
"337","chr6",134850938,134851407,470,"*",5.18,3.48,5.93,-2.45,3.36e-21,6.58e-20
"338","chr19",39205051,39205466,416,"*",4.94,2.74,5.78,-3.04,3.4e-21,6.64e-20
"339","chr5",122184905,122185286,382,"*",4.28,0.2,5.24,-5.04,3.45e-21,6.72e-20
"340","chr8",29667067,29667628,562,"*",4.66,2.69,5.46,-2.77,3.61e-21,7e-20
"341","chr6",149401310,149401734,425,"*",4.96,3.03,5.75,-2.72,3.64e-21,7.04e-20
"342","chr1",204349581,204350043,463,"*",5.05,3.21,5.83,-2.62,3.77e-21,7.27e-20
"343","chr13",82879736,82880195,460,"*",4.29,1.18,5.2,-4.02,3.86e-21,7.42e-20
"344","chr9",82674076,82674466,391,"*",4.26,1.48,5.16,-3.67,3.87e-21,7.42e-20
"345","chr13",69319602,69320302,701,"*",4.83,2.76,5.64,-2.88,4.08e-21,7.81e-20
"346","chr12",834282,834678,397,"*",4.33,0.67,5.27,-4.6,4.12e-21,7.85e-20
"347","chr1",223842710,223843266,557,"*",4.72,2.61,5.55,-2.93,4.39e-21,8.35e-20
"348","chr11",100904765,100905262,498,"*",4.82,3,5.6,-2.6,5.21e-21,9.87e-20
"349","chr1",116257068,116257820,753,"*",5.03,2.7,5.88,-3.18,5.55e-21,1.05e-19
"350","chr21",46347954,46348339,386,"*",4.28,1.15,5.19,-4.04,5.56e-21,1.05e-19
"351","chr8",129151962,129152502,541,"*",4.76,2.21,5.64,-3.43,5.81e-21,1.09e-19
"352","chr20",43394241,43394630,390,"*",4.57,2.25,5.42,-3.17,5.99e-21,1.12e-19
"353","chr8",124575811,124576576,766,"*",4.61,2.57,5.42,-2.85,6.08e-21,1.14e-19
"354","chr14",100478533,100479045,513,"*",4.75,2.73,5.56,-2.83,6.23e-21,1.16e-19
"355","chr8",28005240,28005613,374,"*",4.17,1.25,5.07,-3.82,6.83e-21,1.27e-19
"356","chr2",43016000,43016482,483,"*",4.49,2.2,5.34,-3.14,7.53e-21,1.4e-19
"357","chr9",140408323,140409053,731,"*",4.97,2.77,5.81,-3.03,7.89e-21,1.46e-19
"358","chr3",12413101,12413616,516,"*",4.46,1.83,5.34,-3.51,8.09e-21,1.49e-19
"359","chr16",68779544,68779944,401,"*",4.71,2.67,5.52,-2.85,8.31e-21,1.53e-19
"360","chr2",162728528,162729035,508,"*",4.63,2.53,5.45,-2.91,8.55e-21,1.57e-19
"361","chr1",3556867,3557419,553,"*",4.25,0.51,5.2,-4.69,8.77e-21,1.6e-19
"362","chr17",64929529,64929950,422,"*",4.6,2.5,5.42,-2.92,9.35e-21,1.7e-19
"363","chr10",5535617,5536073,457,"*",4.7,2.64,5.52,-2.87,9.4e-21,1.71e-19
"364","chr2",134250475,134250895,421,"*",4.16,0.75,5.09,-4.34,9.96e-21,1.81e-19
"365","chr2",238418694,238419088,395,"*",4.19,1.23,5.09,-3.87,1.02e-20,1.85e-19
"366","chr4",28315498,28316347,850,"*",5.67,4.36,6.34,-1.98,1.04e-20,1.87e-19
"367","chr11",2214475,2214907,433,"*",4.35,1.3,5.26,-3.96,1.05e-20,1.89e-19
"368","chr1",204732741,204733176,436,"*",4.35,1.52,5.25,-3.73,1.08e-20,1.94e-19
"369","chr4",3463045,3463739,695,"*",4.35,1.42,5.26,-3.84,1.12e-20,2e-19
"370","chr10",30101088,30101671,584,"*",4.77,2.75,5.58,-2.83,1.15e-20,2.04e-19
"371","chr7",34076546,34076962,417,"*",4.65,2.45,5.49,-3.03,1.15e-20,2.04e-19
"372","chr10",3734591,3735086,496,"*",4.2,1.53,5.08,-3.55,1.23e-20,2.17e-19
"373","chr12",92022060,92022604,545,"*",4.23,1.12,5.14,-4.02,1.25e-20,2.21e-19
"374","chr1",200306297,200306726,430,"*",4.41,1.97,5.27,-3.3,1.27e-20,2.25e-19
"375","chr17",66436047,66436477,431,"*",4.39,1.86,5.26,-3.4,1.28e-20,2.25e-19
"376","chr3",193597275,193598065,791,"*",5.4,3.88,6.12,-2.24,1.28e-20,2.25e-19
"377","chr5",19048807,19049352,546,"*",4.26,-0.04,5.22,-5.26,1.41e-20,2.47e-19
"378","chr9",95750586,95751159,574,"*",5.22,3.68,5.95,-2.27,1.42e-20,2.47e-19
"379","chr14",22741188,22741771,584,"*",4.17,1.29,5.07,-3.78,1.48e-20,2.57e-19
"380","chr6",123017984,123018450,467,"*",4.33,1.65,5.21,-3.56,1.51e-20,2.63e-19
"381","chr8",121085370,121085811,442,"*",4.18,1.2,5.09,-3.89,1.61e-20,2.79e-19
"382","chr19",38789632,38790275,644,"*",5.08,3.08,5.89,-2.81,1.68e-20,2.9e-19
"383","chr7",112921258,112922015,758,"*",4.66,2.65,5.46,-2.81,1.74e-20,3e-19
"384","chr9",128223120,128223488,369,"*",4.17,0.33,5.12,-4.78,1.76e-20,3.03e-19
"385","chr10",62608381,62608802,422,"*",4.15,1.16,5.05,-3.9,1.79e-20,3.07e-19
"386","chr10",76581333,76582255,923,"*",4.62,2.51,5.44,-2.93,1.86e-20,3.17e-19
"387","chr15",74002486,74002824,339,"*",4.11,0.93,5.03,-4.1,2.05e-20,3.49e-19
"388","chr16",366718,367423,706,"*",5.32,3.47,6.11,-2.64,2.1e-20,3.56e-19
"389","chr1",108298954,108299384,431,"*",4.73,2.73,5.54,-2.82,2.1e-20,3.56e-19
"390","chr6",14733224,14733617,394,"*",4.12,0.77,5.05,-4.27,2.22e-20,3.75e-19
"391","chr1",144992821,144993228,408,"*",5.14,3.37,5.91,-2.54,2.26e-20,3.82e-19
"392","chr11",86417118,86417809,692,"*",5.36,3.91,6.07,-2.16,2.28e-20,3.83e-19
"393","chr9",136738364,136738777,414,"*",4.46,1.95,5.33,-3.39,2.33e-20,3.9e-19
"394","chr15",96915950,96916337,388,"*",4.22,-0.05,5.18,-5.23,2.33e-20,3.9e-19
"395","chr12",24831947,24832401,455,"*",4.24,0.35,5.19,-4.84,2.39e-20,4e-19
"396","chr2",39407344,39407914,571,"*",5.21,3.54,5.97,-2.42,2.46e-20,4.11e-19
"397","chr3",175403575,175403947,373,"*",4.35,2.05,5.2,-3.15,2.51e-20,4.17e-19
"398","chr2",11638561,11639157,597,"*",6.32,4.66,7.07,-2.4,2.98e-20,4.94e-19
"399","chr19",1170188,1170691,504,"*",4.24,1.52,5.13,-3.61,3.06e-20,5.06e-19
"400","chr8",91900559,91901248,690,"*",4.39,1.97,5.25,-3.27,3.22e-20,5.32e-19
"401","chr10",112582371,112582935,565,"*",4.33,1.97,5.18,-3.21,3.28e-20,5.4e-19
"402","chr4",147166295,147166930,636,"*",4.31,1.83,5.17,-3.35,3.42e-20,5.62e-19
"403","chr9",76060247,76060689,443,"*",4.33,1.83,5.19,-3.37,3.44e-20,5.62e-19
"404","chr5",172718970,172719461,492,"*",4.15,0.92,5.07,-4.15,3.49e-20,5.7e-19
"405","chr12",15021795,15022382,588,"*",4.26,-0.18,5.22,-5.41,3.75e-20,6.11e-19
"406","chr5",71044257,71044706,450,"*",4.11,0.72,5.04,-4.32,3.91e-20,6.35e-19
"407","chr12",52594373,52594770,398,"*",4.12,0.55,5.06,-4.51,3.92e-20,6.36e-19
"408","chr3",193876708,193877154,447,"*",5.25,3.47,6.02,-2.55,3.98e-20,6.43e-19
"409","chr15",71388929,71389479,551,"*",5.92,4.58,6.6,-2.03,4e-20,6.45e-19
"410","chr15",38885583,38886108,526,"*",4.86,3.06,5.64,-2.59,4.07e-20,6.54e-19
"411","chr12",124877460,124877908,449,"*",4.64,2.34,5.49,-3.15,4.31e-20,6.91e-19
"412","chr7",105649711,105650219,509,"*",5.13,3.2,5.93,-2.72,4.39e-20,7.02e-19
"413","chr1",151554424,151554870,447,"*",4.24,1.48,5.13,-3.65,4.47e-20,7.14e-19
"414","chr1",187328614,187329111,498,"*",4.37,1.82,5.24,-3.42,5.27e-20,8.4e-19
"415","chr8",22601284,22601673,390,"*",4.11,1.26,5,-3.74,5.31e-20,8.44e-19
"416","chr8",67434629,67435113,485,"*",5.22,3.55,5.98,-2.42,5.42e-20,8.6e-19
"417","chr6",126038550,126038934,385,"*",4.12,0.23,5.07,-4.84,5.48e-20,8.66e-19
"418","chr8",91783077,91783641,565,"*",4.36,1.88,5.23,-3.35,5.84e-20,9.22e-19
"419","chr22",31982120,31982728,609,"*",4.2,1.2,5.11,-3.9,5.9e-20,9.29e-19
"420","chr2",218231594,218232010,417,"*",4.16,0.63,5.09,-4.47,5.97e-20,9.38e-19
"421","chr11",131562056,131562488,433,"*",4.13,0.95,5.05,-4.1,6.06e-20,9.5e-19
"422","chr20",30181208,30181904,697,"*",4.99,2.76,5.83,-3.07,6.23e-20,9.74e-19
"423","chr18",64538187,64538776,590,"*",4.16,1.37,5.05,-3.68,6.29e-20,9.81e-19
"424","chr7",105399744,105400120,377,"*",4.18,1.36,5.08,-3.72,6.75e-20,1.05e-18
"425","chr12",90162909,90163390,482,"*",4.72,2.69,5.53,-2.84,6.82e-20,1.06e-18
"426","chr9",74398150,74398560,411,"*",4.66,2.62,5.48,-2.86,6.83e-20,1.06e-18
"427","chr15",30115156,30115622,467,"*",4.21,1.46,5.1,-3.64,7.22e-20,1.12e-18
"428","chr14",95102960,95103567,608,"*",5.25,3.71,5.97,-2.26,7.26e-20,1.12e-18
"429","chr2",164695495,164695965,471,"*",4.54,2.39,5.36,-2.97,7.62e-20,1.17e-18
"430","chr11",101169893,101170616,724,"*",4.1,0.82,5.02,-4.2,7.92e-20,1.22e-18
"431","chr3",177888461,177888840,380,"*",4.22,1.65,5.1,-3.44,7.95e-20,1.22e-18
"432","chr15",96454720,96455274,555,"*",5.8,4.55,6.46,-1.91,8.01e-20,1.22e-18
"433","chr2",159579978,159580933,956,"*",5.63,4.18,6.34,-2.16,8.26e-20,1.26e-18
"434","chr2",39693418,39693847,430,"*",4.3,1.94,5.15,-3.21,8.44e-20,1.28e-18
"435","chr16",85508796,85509254,459,"*",4.41,-0.09,5.38,-5.47,8.55e-20,1.3e-18
"436","chr12",98095660,98096069,410,"*",4.63,2.47,5.45,-2.98,8.81e-20,1.33e-18
"437","chr16",14464036,14464510,475,"*",5.54,3.9,6.29,-2.4,8.88e-20,1.34e-18
"438","chr19",47840068,47840519,452,"*",5.09,3.29,5.86,-2.57,8.93e-20,1.34e-18
"439","chr18",13425755,13426198,444,"*",4.28,1.69,5.15,-3.47,9.34e-20,1.4e-18
"440","chr21",46806612,46807098,487,"*",5.13,3.33,5.91,-2.58,9.65e-20,1.45e-18
"441","chr1",117051521,117052103,583,"*",4.15,1.23,5.05,-3.82,1.01e-19,1.51e-18
"442","chr7",105710607,105710985,379,"*",4.08,0.99,4.99,-4,1.07e-19,1.59e-18
"443","chr8",37456060,37456490,431,"*",4.76,2.83,5.55,-2.73,1.09e-19,1.63e-18
"444","chr1",217297799,217298150,352,"*",4.05,0.32,5,-4.67,1.34e-19,1.99e-18
"445","chr14",104159737,104160180,444,"*",4.83,2.9,5.63,-2.73,1.38e-19,2.05e-18
"446","chr12",97950080,97950618,539,"*",4.09,1.37,4.98,-3.61,1.44e-19,2.13e-18
"447","chr1",202075427,202075874,448,"*",5.16,3.17,5.97,-2.79,1.45e-19,2.14e-18
"448","chr16",56404723,56405181,459,"*",4.96,3.31,5.71,-2.4,1.49e-19,2.2e-18
"449","chr5",55646384,55647085,702,"*",4.76,2.96,5.54,-2.57,1.52e-19,2.23e-18
"450","chr6",25194490,25194888,399,"*",4.14,1.46,5.03,-3.57,1.54e-19,2.25e-18
"451","chr4",31993593,31993994,402,"*",4.24,1.66,5.11,-3.45,1.58e-19,2.32e-18
"452","chr1",201322206,201322825,620,"*",4.14,0.33,5.09,-4.76,1.59e-19,2.32e-18
"453","chr9",139588167,139588716,550,"*",4.33,2.02,5.18,-3.16,1.61e-19,2.34e-18
"454","chr3",65910893,65911291,399,"*",4.17,1.62,5.05,-3.43,1.63e-19,2.36e-18
"455","chr16",58417748,58418427,680,"*",4.06,1.03,4.97,-3.94,1.79e-19,2.6e-18
"456","chr6",11046941,11047370,430,"*",4.12,1.4,5.01,-3.61,1.88e-19,2.71e-18
"457","chr20",48993480,48993936,457,"*",4.48,2.19,5.33,-3.14,1.9e-19,2.75e-18
"458","chr3",129204429,129204987,559,"*",4.41,1.93,5.27,-3.35,1.93e-19,2.78e-18
"459","chr20",58563101,58563576,476,"*",5.08,3.22,5.86,-2.65,1.95e-19,2.8e-18
"460","chr5",102744859,102745329,471,"*",4.73,2.88,5.51,-2.63,1.97e-19,2.82e-18
"461","chr1",22799075,22799497,423,"*",4.09,1.14,5,-3.86,2.04e-19,2.92e-18
"462","chr7",105280327,105280872,546,"*",5.18,3.39,5.96,-2.57,2.21e-19,3.15e-18
"463","chr2",177710411,177710804,394,"*",4.33,2.06,5.17,-3.11,2.21e-19,3.16e-18
"464","chr12",25671536,25671891,356,"*",4.05,0.55,4.98,-4.44,2.36e-19,3.36e-18
"465","chr21",46749981,46750617,637,"*",5.43,3.87,6.17,-2.29,2.52e-19,3.58e-18
"466","chr6",6703977,6704361,385,"*",4.08,1.11,4.99,-3.88,2.62e-19,3.7e-18
"467","chr21",43480058,43480504,447,"*",4.17,0.63,5.1,-4.47,2.71e-19,3.83e-18
"468","chr7",131310516,131310895,380,"*",4.36,2.07,5.21,-3.14,2.73e-19,3.84e-18
"469","chr6",139852302,139852688,387,"*",4.27,1.79,5.14,-3.35,2.83e-19,3.98e-18
"470","chr2",142642070,142642649,580,"*",4.05,0.94,4.96,-4.03,2.89e-19,4.06e-18
"471","chr20",52765514,52766051,538,"*",6.21,4.93,6.87,-1.94,2.91e-19,4.07e-18
"472","chr10",43851166,43851911,746,"*",4.23,1.78,5.1,-3.32,2.91e-19,4.07e-18
"473","chr3",189022192,189022935,744,"*",4.76,2.95,5.54,-2.59,2.99e-19,4.17e-18
"474","chr9",136739146,136739797,652,"*",4.36,1.65,5.25,-3.6,3e-19,4.17e-18
"475","chr1",177540860,177541263,404,"*",4,0.96,4.91,-3.95,3e-19,4.17e-18
"476","chr3",14454378,14454781,404,"*",4.06,0.43,5,-4.57,3.22e-19,4.46e-18
"477","chr4",162121993,162123033,1041,"*",5.25,3.72,5.97,-2.25,3.23e-19,4.47e-18
"478","chr9",128213263,128213740,478,"*",4.12,-0.03,5.08,-5.11,3.25e-19,4.48e-18
"479","chr14",50484971,50485548,578,"*",4.94,3.33,5.69,-2.36,3.47e-19,4.78e-18
"480","chr10",51547285,51547777,493,"*",4.91,3.17,5.67,-2.5,3.72e-19,5.11e-18
"481","chr6",18055939,18056324,386,"*",4.15,1.51,5.03,-3.52,3.73e-19,5.12e-18
"482","chr1",241428493,241429084,592,"*",4,0.32,4.94,-4.62,3.8e-19,5.19e-18
"483","chr1",118132853,118133243,391,"*",4.21,1.81,5.07,-3.26,4.02e-19,5.49e-18
"484","chr15",89682509,89683045,537,"*",5.35,3.95,6.05,-2.1,4.41e-19,6.01e-18
"485","chr17",78368415,78368819,405,"*",4.03,0.11,4.98,-4.87,4.48e-19,6.09e-18
"486","chr20",9512212,9512624,413,"*",4.01,0.39,4.95,-4.56,4.71e-19,6.4e-18
"487","chr9",117320486,117321068,583,"*",5.58,4.28,6.25,-1.97,4.73e-19,6.41e-18
"488","chr10",17487392,17488081,690,"*",5.23,3.74,5.95,-2.21,5.15e-19,6.96e-18
"489","chr16",85779901,85780358,458,"*",5.01,3.27,5.78,-2.51,5.73e-19,7.72e-18
"490","chr4",115247433,115248032,600,"*",5.04,3.42,5.78,-2.36,5.89e-19,7.93e-18
"491","chr2",182884392,182885034,643,"*",4.04,-0.03,5,-5.03,5.91e-19,7.94e-18
"492","chr4",68794314,68794776,463,"*",5.57,4.14,6.27,-2.13,6.13e-19,8.22e-18
"493","chr15",96646423,96646959,537,"*",5.18,3.65,5.91,-2.25,6.46e-19,8.64e-18
"494","chr9",80211653,80212357,705,"*",6.21,5.06,6.84,-1.78,7.15e-19,9.54e-18
"495","chr14",93477994,93478344,351,"*",3.99,0.52,4.92,-4.4,7.47e-19,9.93e-18
"496","chr7",120357179,120357662,484,"*",3.96,0.55,4.89,-4.34,7.47e-19,9.93e-18
"497","chr5",57391138,57391515,378,"*",4.04,-0.05,5,-5.05,7.64e-19,1.01e-17
"498","chr2",7157777,7158170,394,"*",4.29,1.91,5.14,-3.23,7.85e-19,1.04e-17
"499","chr18",18910040,18910486,447,"*",4.19,1.35,5.08,-3.74,7.89e-19,1.04e-17
"500","chr5",131714259,131714718,460,"*",5.68,4.22,6.39,-2.16,8.08e-19,1.07e-17
"501","chrX",37771476,37771961,486,"*",4.21,-0.36,5.18,-5.54,8.14e-19,1.07e-17
"502","chr16",85548605,85549201,597,"*",4.77,2.43,5.62,-3.19,8.56e-19,1.12e-17
"503","chr8",37159531,37160016,486,"*",4.01,0.61,4.94,-4.33,8.83e-19,1.16e-17
"504","chr8",116879159,116880139,981,"*",6.13,4.94,6.77,-1.83,8.85e-19,1.16e-17
"505","chrX",139574359,139574844,486,"*",4.91,3.23,5.66,-2.43,8.95e-19,1.17e-17
"506","chr1",241980416,241980856,441,"*",4.04,1.16,4.94,-3.78,8.98e-19,1.17e-17
"507","chr1",154977946,154978288,343,"*",4.04,0.55,4.98,-4.42,9.32e-19,1.21e-17
"508","chr4",28169000,28169448,449,"*",4.21,1.72,5.08,-3.35,9.73e-19,1.26e-17
"509","chr1",162129194,162129651,458,"*",5.53,4.21,6.21,-2,9.78e-19,1.27e-17
"510","chr12",53365565,53366189,625,"*",5.64,4.21,6.35,-2.14,9.91e-19,1.28e-17
"511","chr2",45979655,45980075,421,"*",4.91,3.19,5.67,-2.48,1.02e-18,1.31e-17
"512","chr6",9497126,9497512,387,"*",3.98,1.2,4.87,-3.67,1.02e-18,1.31e-17
"513","chr3",134046417,134046779,363,"*",4.16,1.66,5.03,-3.37,1.1e-18,1.42e-17
"514","chr5",20502007,20502501,495,"*",4,0.11,4.95,-4.83,1.11e-18,1.42e-17
"515","chr8",91926802,91927433,632,"*",4.66,2.79,5.45,-2.65,1.15e-18,1.47e-17
"516","chr5",66531486,66532052,567,"*",5.4,4.01,6.09,-2.08,1.21e-18,1.54e-17
"517","chr9",97545178,97545850,673,"*",5.66,4.27,6.35,-2.08,1.21e-18,1.54e-17
"518","chr5",43470463,43470856,394,"*",4.03,0.93,4.95,-4.01,1.27e-18,1.61e-17
"519","chr8",128882536,128883401,866,"*",6.74,5.56,7.38,-1.82,1.28e-18,1.63e-17
"520","chr1",43458051,43458451,401,"*",4.48,2.45,5.29,-2.84,1.29e-18,1.64e-17
"521","chr6",36086148,36086653,506,"*",4,0.62,4.93,-4.31,1.32e-18,1.67e-17
"522","chr17",26863786,26864396,611,"*",4.31,1.42,5.21,-3.79,1.36e-18,1.71e-17
"523","chr5",117475096,117475601,506,"*",3.99,0.49,4.92,-4.44,1.36e-18,1.71e-17
"524","chr9",83553246,83553623,378,"*",3.96,0.11,4.91,-4.8,1.36e-18,1.72e-17
"525","chr14",64126520,64126867,348,"*",3.99,0.31,4.93,-4.61,1.4e-18,1.76e-17
"526","chrX",115416631,115417119,489,"*",4.67,2.97,5.43,-2.46,1.4e-18,1.76e-17
"527","chr2",75124920,75125413,494,"*",5.21,3.79,5.91,-2.12,1.43e-18,1.79e-17
"528","chr2",189715538,189715989,452,"*",4.55,2.62,5.35,-2.74,1.54e-18,1.92e-17
"529","chr6",125746478,125746909,432,"*",4.08,0.04,5.04,-4.99,1.57e-18,1.96e-17
"530","chr4",3113160,3113629,470,"*",5.15,3.57,5.89,-2.32,1.58e-18,1.97e-17
"531","chr19",2524879,2525370,492,"*",4.6,2.24,5.45,-3.21,1.6e-18,1.99e-17
"532","chr5",55724814,55725430,617,"*",4.88,3.19,5.64,-2.45,1.75e-18,2.17e-17
"533","chr5",67111599,67111976,378,"*",3.94,0.44,4.88,-4.43,1.78e-18,2.2e-17
"534","chr1",108479134,108479690,557,"*",5.02,3.23,5.79,-2.57,1.8e-18,2.22e-17
"535","chr10",4321874,4322267,394,"*",4.59,2.62,5.39,-2.77,1.84e-18,2.27e-17
"536","chr18",9705223,9705601,379,"*",4,1.23,4.89,-3.67,1.89e-18,2.33e-17
"537","chr11",30543090,30543670,581,"*",5.8,4.49,6.48,-1.98,1.95e-18,2.4e-17
"538","chr10",71199079,71199465,387,"*",4.48,2.45,5.29,-2.84,2.03e-18,2.49e-17
"539","chr4",40365356,40365977,622,"*",4.86,3.19,5.61,-2.42,2.17e-18,2.65e-17
"540","chr12",52542447,52542892,446,"*",4.22,1.98,5.05,-3.07,2.2e-18,2.69e-17
"541","chr8",122157738,122158103,366,"*",4.44,2.31,5.26,-2.95,2.37e-18,2.89e-17
"542","chr6",138903623,138904110,488,"*",4.52,2.39,5.35,-2.96,2.37e-18,2.89e-17
"543","chr9",111235586,111236092,507,"*",3.99,0.08,4.94,-4.86,2.49e-18,3.03e-17
"544","chr4",176340202,176340988,787,"*",5.02,3.46,5.76,-2.3,2.62e-18,3.18e-17
"545","chr1",96629746,96630622,877,"*",5.08,3.63,5.79,-2.16,2.7e-18,3.27e-17
"546","chr10",128606867,128607311,445,"*",3.99,0.7,4.92,-4.22,2.82e-18,3.41e-17
"547","chr14",60085889,60086204,316,"*",4.02,-0.2,4.98,-5.18,2.82e-18,3.41e-17
