"","seqnames","start","end","width","strand","Conc","Conc_none","Conc_Estrogen","Fold","p.value","FDR"
"283","chr11",12266205,12268103,1899,"*",4.3,3.19,4.92,-1.73,0.000543,0.0227
"284","chr2",217956986,217958117,1132,"*",4.61,3.45,5.24,-1.78,0.000548,0.0227
"285","chr17",55420516,55420749,234,"*",2.72,0.25,3.58,-3.33,0.000548,0.0227
"286","chr2",223519609,223521489,1881,"*",5.55,4.85,6.02,-1.17,0.000548,0.0227
"287","chr8",8094825,8096030,1206,"*",2.58,-0.23,3.47,-3.7,0.000558,0.023
"288","chr16",85026682,85032454,5773,"*",6.71,7.39,5.4,1.99,0.000561,0.0231
"289","chr9",33233195,33235505,2311,"*",6.19,5.58,6.61,-1.03,0.000569,0.0233
"290","chr17",61975993,61976523,531,"*",2.6,-0.23,3.5,-3.73,0.00057,0.0233
"291","chr4",159016228,159016527,300,"*",2.81,0.6,3.65,-3.04,0.00058,0.0236
"292","chr12",33740645,33742014,1370,"*",2.67,-0.23,3.57,-3.8,0.000583,0.0236
"293","chr18",26266790,26267024,235,"*",2.69,0.18,3.55,-3.38,0.000584,0.0236
"294","chr11",20053037,20054352,1316,"*",3.8,2.32,4.51,-2.19,0.000588,0.0237
"295","chr22",29134434,29135658,1225,"*",3.24,1.33,4.03,-2.69,0.000591,0.0237
"296","chr16",1346304,1348275,1972,"*",4.52,3.35,5.16,-1.8,0.00063,0.0252
"297","chr16",70169180,70171475,2296,"*",5.17,2.98,6,-3.02,0.000635,0.0253
"298","chr19",55720757,55721484,728,"*",3.79,2.29,4.51,-2.22,0.000663,0.0264
"299","chr3",192535336,192535700,365,"*",3.34,1.7,4.09,-2.39,0.000669,0.0265
"300","chr20",52461221,52463532,2312,"*",4.83,5.81,-0.28,6.09,0.000677,0.0267
"301","chr13",47815623,47815877,255,"*",2.78,0.6,3.61,-3.01,0.000694,0.0273
"302","chr6",75679455,75680471,1017,"*",3.02,0.97,3.84,-2.87,0.000695,0.0273
"303","chr10",104572481,104573934,1454,"*",3.27,1.35,4.07,-2.71,0.000715,0.0279
"304","chr22",45147948,45156060,8113,"*",6.92,7.33,6.35,0.98,0.000716,0.0279
"305","chr16",84132625,84134877,2253,"*",2.65,3.55,-0.28,3.83,0.000718,0.0279
"306","chr19",1171054,1174677,3624,"*",7.02,6.44,7.44,-0.99,0.000732,0.0284
"307","chr17",57484157,57485251,1095,"*",4.74,5.29,3.85,1.43,0.000746,0.0288
"308","chr4",144005298,144005564,267,"*",2.54,-0.23,3.43,-3.66,0.00076,0.0292
"309","chr9",134272070,134272802,733,"*",3.39,4.16,1.66,2.5,0.000765,0.0293
"310","chrX",154216959,154217270,312,"*",2.63,0.13,3.5,-3.37,0.000787,0.0301
"311","chr7",44611934,44614019,2086,"*",5.18,4.26,5.74,-1.47,0.000795,0.0302
"312","chr8",68292430,68294238,1809,"*",4.79,3.88,5.34,-1.46,0.000796,0.0302
"313","chr18",33677652,33678783,1132,"*",2.55,-0.23,3.44,-3.67,0.000823,0.0312
"314","chr4",109541742,109542650,909,"*",4.62,3.44,5.26,-1.82,0.000843,0.0318
"315","chr10",114515610,114516372,763,"*",2.68,3.53,0.37,3.16,0.000848,0.0319
"316","chr7",97774434,97774722,289,"*",2.92,3.72,0.97,2.76,0.000873,0.0327
"317","chr6",125203392,125203635,244,"*",2.51,-0.23,3.39,-3.62,0.000874,0.0327
"318","chr2",142197575,142198105,531,"*",3.01,3.79,1.18,2.61,0.000889,0.0331
"319","chr5",139043262,139044163,902,"*",2.98,0.89,3.8,-2.91,0.000904,0.0336
"320","chr6",74603820,74604110,291,"*",2.9,0.87,3.71,-2.84,0.000928,0.0344
"321","chr2",232154519,232154762,244,"*",2.64,0.18,3.5,-3.32,0.000934,0.0344
"322","chr7",137678951,137679274,324,"*",2.49,-0.23,3.37,-3.6,0.000935,0.0344
"323","chr21",37431450,37433208,1759,"*",5.76,5.13,6.19,-1.06,0.000962,0.0351
"324","chr22",19161161,19161887,727,"*",3.15,1.39,3.91,-2.53,0.000967,0.0351
"325","chr9",35668171,35669120,950,"*",3.24,1.51,4,-2.49,0.000969,0.0351
"326","chr11",80429359,80432965,3607,"*",5.11,5.89,3.25,2.65,0.00097,0.0351
"327","chr11",85539904,85542935,3032,"*",6.54,6.94,5.98,0.97,0.00097,0.0351
"328","chr2",161979529,161980909,1381,"*",2.5,3.39,-0.28,3.66,0.000972,0.0351
"329","chr2",140530593,140531266,674,"*",2.62,0.25,3.48,-3.23,0.000975,0.0351
"330","chr17",57837810,57839576,1767,"*",2.71,3.61,-0.28,3.89,0.000993,0.0355
"331","chr8",101675511,101676228,718,"*",2.71,3.61,-0.28,3.89,0.000993,0.0355
"332","chr12",21654024,21655426,1403,"*",5.14,4.27,5.67,-1.4,0.000993,0.0355
"333","chr5",73537338,73538149,812,"*",2.78,3.61,0.61,3,0.000997,0.0355
"334","chr20",52307498,52309021,1524,"*",4.48,5.45,-0.28,5.73,0.00101,0.0359
"335","chr5",139054711,139055383,673,"*",2.62,0.25,3.48,-3.23,0.00104,0.0367
"336","chr9",19403434,19404685,1252,"*",3.88,4.53,2.65,1.88,0.00104,0.0367
"337","chr10",116097251,116097593,343,"*",2.89,1,3.68,-2.67,0.00105,0.0369
"338","chr1",199986308,199986763,456,"*",2.54,-0.23,3.43,-3.66,0.00105,0.0369
"339","chr22",37573981,37575946,1966,"*",4.41,3.05,5.09,-2.04,0.00106,0.0369
"340","chr19",17358734,17359673,940,"*",3.96,2.79,4.6,-1.82,0.00108,0.0376
"341","chr20",30305947,30308936,2990,"*",5.63,6.08,4.97,1.11,0.0011,0.0384
"342","chr1",145726156,145727936,1781,"*",4.89,2.68,5.73,-3.05,0.00112,0.0388
"343","chr9",132020652,132021460,809,"*",2.66,0.25,3.51,-3.27,0.00115,0.0397
"344","chr7",158595016,158595951,936,"*",2.41,3.3,-0.28,3.57,0.00116,0.0398
"345","chr13",21411206,21411524,319,"*",2.97,1.07,3.76,-2.69,0.00117,0.0401
"346","chr19",48165592,48169056,3465,"*",5.43,5.9,4.72,1.19,0.00117,0.0401
"347","chr19",41254866,41258429,3564,"*",6.58,6.1,6.95,-0.85,0.00118,0.0402
"348","chr17",72747452,72748435,984,"*",5.15,4.44,5.62,-1.18,0.00118,0.0402
"349","chr12",14974063,14975169,1107,"*",2.46,-0.23,3.34,-3.57,0.00124,0.0422
"350","chr5",131785690,131787425,1736,"*",4.54,5.1,3.63,1.47,0.00125,0.0422
"351","chr16",89805311,89805615,305,"*",2.51,-0.23,3.39,-3.62,0.00125,0.0422
"352","chr12",54422288,54423449,1162,"*",2.46,-0.23,3.35,-3.58,0.00126,0.0423
"353","chr10",111863611,111863986,376,"*",2.55,0.18,3.4,-3.23,0.00126,0.0423
"354","chr17",70613741,70614556,816,"*",2.51,-0.23,3.39,-3.62,0.00126,0.0423
"355","chr8",95556481,95557324,844,"*",3.04,3.82,1.22,2.59,0.00127,0.0423
"356","chr9",77112125,77112931,807,"*",2.65,3.55,-0.28,3.83,0.00128,0.0427
"357","chr14",72270040,72271993,1954,"*",3.45,4.17,1.96,2.21,0.00129,0.0427
"358","chr11",12269166,12271608,2443,"*",5.35,4.6,5.85,-1.25,0.00129,0.0429
"359","chr7",45024957,45026988,2032,"*",5.49,4.75,5.98,-1.23,0.0013,0.043
"360","chr19",4815907,4816538,632,"*",4.49,3.49,5.07,-1.58,0.00132,0.0434
"361","chr16",10683942,10684586,645,"*",2.53,0.18,3.38,-3.2,0.00135,0.0444
"362","chrX",62973899,62974961,1063,"*",2.48,-0.23,3.36,-3.59,0.00136,0.0446
"363","chr12",125436480,125437369,890,"*",2.55,0.25,3.39,-3.15,0.00137,0.0447
"364","chr15",99508093,99509062,970,"*",2.62,0.25,3.48,-3.23,0.0014,0.0457
"365","chr11",134128218,134128744,527,"*",2.9,1.09,3.68,-2.59,0.00141,0.0459
"366","chr14",101864412,101865226,815,"*",2.56,-0.23,3.45,-3.68,0.00144,0.0465
"367","chr6",36525268,36526601,1334,"*",3.42,4.12,2,2.12,0.00146,0.047
"368","chr2",71615406,71615741,336,"*",2.42,-0.23,3.3,-3.53,0.00147,0.0473
"369","chr2",220598788,220599317,530,"*",2.41,-0.23,3.29,-3.51,0.00147,0.0474
"370","chr5",173509858,173510069,212,"*",2.51,0.18,3.36,-3.18,0.0015,0.048
"371","chr19",58897149,58898396,1248,"*",6.6,6.12,6.96,-0.84,0.00153,0.0487
"372","chr11",73779531,73780999,1469,"*",4.24,4.85,3.14,1.71,0.00153,0.0487
"373","chr14",77742886,77743179,294,"*",2.51,0.13,3.36,-3.23,0.00154,0.0487
"374","chr9",108606037,108606978,942,"*",2.44,-0.23,3.32,-3.55,0.00154,0.0487
"375","chr16",27269420,27270391,972,"*",3.44,4.13,2.06,2.08,0.00154,0.0487
"376","chr7",958549,958905,357,"*",2.38,-0.23,3.26,-3.49,0.00154,0.0487
"377","chr10",64604244,64605590,1347,"*",2.4,-0.23,3.28,-3.51,0.00155,0.0488
"378","chr14",91747526,91747853,328,"*",2.68,0.6,3.5,-2.89,0.00161,0.0504
"379","chr5",55229358,55230415,1058,"*",2.88,3.71,0.76,2.94,0.00163,0.051
"380","chr12",93935727,93936875,1149,"*",4.29,4.89,3.26,1.62,0.00164,0.0511
"381","chr8",119873518,119874239,722,"*",2.47,3.36,-0.28,3.63,0.00164,0.0511
"382","chr21",16378458,16378752,295,"*",2.82,0.92,3.61,-2.69,0.00167,0.0517
"383","chr9",37952887,37953653,767,"*",3.59,2.24,4.28,-2.04,0.00171,0.053
"384","chr20",33871951,33873334,1384,"*",5.18,4.44,5.67,-1.23,0.00172,0.053
"385","chr16",69255440,69256702,1263,"*",3.3,4.04,1.72,2.32,0.00174,0.0536
"386","chr4",75504177,75505544,1368,"*",4.11,3.04,4.71,-1.67,0.00176,0.0541
"387","chr20",43394911,43395304,394,"*",2.67,0.49,3.5,-3.01,0.00177,0.0542
"388","chr17",19441527,19442739,1213,"*",2.47,-0.23,3.36,-3.59,0.00178,0.0543
"389","chr18",9704687,9705068,382,"*",2.58,0.18,3.43,-3.26,0.00178,0.0543
"390","chr16",68843448,68844067,620,"*",2.35,-0.23,3.22,-3.45,0.00179,0.0545
"391","chr5",55325437,55326474,1038,"*",2.67,0.25,3.53,-3.28,0.00181,0.0547
"392","chr1",109787618,109790069,2452,"*",4.94,2.28,5.82,-3.54,0.00182,0.0551
"393","chr6",4488659,4491203,2545,"*",5.65,6.09,5.01,1.08,0.00185,0.0557
"394","chr15",99401872,99404171,2300,"*",4.74,5.32,3.77,1.55,0.00185,0.0557
"395","chr3",61631138,61631738,601,"*",3.89,2.46,4.6,-2.14,0.00186,0.0557
"396","chr1",203482381,203483619,1239,"*",4.05,2.73,4.73,-2,0.00187,0.0558
"397","chr17",38850478,38851806,1329,"*",3.35,4.08,1.78,2.3,0.00188,0.0561
"398","chr2",129035475,129036136,662,"*",3.25,1.67,3.99,-2.32,0.00189,0.0562
"399","chr12",90156450,90157799,1350,"*",3.75,4.39,2.6,1.79,0.00191,0.0568
"400","chr16",1738231,1740159,1929,"*",5.13,5.67,4.24,1.43,0.00192,0.0568
"401","chr12",124894360,124896046,1687,"*",4.35,3.27,4.96,-1.69,0.00193,0.0569
"402","chr13",46101721,46102614,894,"*",3.26,4.02,1.56,2.46,0.00194,0.0572
"403","chr2",221142013,221143567,1555,"*",3.57,4.23,2.33,1.9,0.00194,0.0572
"404","chr5",40833910,40836306,2397,"*",6.61,6.14,6.97,-0.84,0.002,0.0586
"405","chr10",43533108,43533822,715,"*",2.33,-0.23,3.2,-3.43,0.00201,0.0587
"406","chr16",75287186,75289067,1882,"*",5.18,5.67,4.45,1.22,0.00202,0.059
"407","chr20",56256326,56256738,413,"*",3.2,1.48,3.96,-2.48,0.00204,0.0593
"408","chr6",49510317,49511242,926,"*",2.94,1.27,3.69,-2.42,0.00205,0.0596
"409","chr3",15333863,15335507,1645,"*",4.11,2.88,4.76,-1.89,0.00206,0.0596
"410","chr12",131576963,131578577,1615,"*",3.23,1.48,4,-2.52,0.00206,0.0596
"411","chr22",46772898,46773446,549,"*",3.41,1.96,4.12,-2.16,0.0021,0.0606
"412","chr2",11652428,11653528,1101,"*",2.32,-0.23,3.19,-3.42,0.00214,0.0615
"413","chr17",66217632,66218410,779,"*",2.63,0.18,3.49,-3.31,0.00215,0.0617
"414","chr10",17486246,17488176,1931,"*",4.15,3.13,4.74,-1.61,0.00215,0.0617
"415","chr8",55047142,55048454,1313,"*",4.67,3.67,5.26,-1.59,0.00216,0.0618
"416","chr2",51861158,51861381,224,"*",2.77,0.94,3.56,-2.62,0.00217,0.0618
"417","chr5",19735590,19736067,478,"*",2.4,-0.23,3.28,-3.51,0.00219,0.0623
"418","chr20",19746152,19749250,3099,"*",5.53,5.99,4.86,1.13,0.0022,0.0624
"419","chr2",74247788,74248503,716,"*",3.2,1.68,3.93,-2.25,0.00221,0.0624
"420","chr3",47608694,47608916,223,"*",2.31,-0.23,3.18,-3.41,0.00222,0.0626
"421","chr12",42836091,42836716,626,"*",2.45,3.34,-0.28,3.62,0.00224,0.0627
"422","chr2",3226615,3227712,1098,"*",4.28,3.34,4.84,-1.5,0.00224,0.0627
"423","chr4",85322905,85323163,259,"*",2.31,-0.23,3.18,-3.41,0.00224,0.0627
"424","chr11",74383754,74384183,430,"*",3.14,1.51,3.89,-2.37,0.00224,0.0627
"425","chr3",148964872,148966047,1176,"*",3.68,4.35,2.4,1.95,0.00226,0.063
"426","chr9",111305443,111305700,258,"*",2.55,0.42,3.37,-2.95,0.00227,0.0631
"427","chr10",79632887,79634650,1764,"*",2.98,1.33,3.73,-2.4,0.00229,0.0636
"428","chr8",22600108,22602448,2341,"*",5.01,3.08,5.81,-2.73,0.0023,0.0636
"429","chr2",227342918,227344199,1282,"*",2.99,1.33,3.74,-2.41,0.00235,0.0648
"430","chr7",131802559,131802803,245,"*",2.29,-0.23,3.16,-3.39,0.00236,0.0649
"431","chr9",137286697,137287879,1183,"*",3.45,2.08,4.14,-2.06,0.00236,0.0649
"432","chrX",130722054,130722348,295,"*",2.41,0.13,3.26,-3.13,0.00241,0.0661
"433","chr8",100916820,100917228,409,"*",2.49,-0.23,3.38,-3.61,0.00244,0.0666
"434","chr6",160209759,160212356,2598,"*",6.1,5.57,6.48,-0.92,0.00244,0.0666
"435","chr8",130996858,130998441,1584,"*",4.28,4.89,3.17,1.72,0.00245,0.0668
"436","chr9",108674416,108674971,556,"*",2.32,-0.23,3.19,-3.42,0.00247,0.0671
"437","chr7",108222328,108223081,754,"*",2.27,3.14,-0.28,3.41,0.00249,0.0674
"438","chr1",153956468,153956941,474,"*",2.32,-0.23,3.19,-3.42,0.00249,0.0674
"439","chr13",107417417,107417645,229,"*",2.92,1.28,3.67,-2.39,0.00251,0.0678
"440","chr15",52287375,52287572,198,"*",3,1.31,3.76,-2.45,0.00252,0.0678
"441","chr1",117185370,117187142,1773,"*",4.02,2.88,4.65,-1.77,0.00252,0.0678
"442","chrX",102840458,102841546,1089,"*",5.24,4.57,5.7,-1.13,0.00254,0.068
"443","chr3",23204423,23204711,289,"*",2.28,3.16,-0.28,3.43,0.00254,0.068
"444","chr21",46748681,46751725,3045,"*",7.42,7.01,7.74,-0.73,0.00257,0.0686
"445","chr17",37009114,37009973,860,"*",4.27,3.3,4.84,-1.54,0.00258,0.0687
"446","chrX",102791700,102791970,271,"*",2.75,0.94,3.53,-2.59,0.0026,0.069
"447","chr17",38732945,38733623,679,"*",4.22,3.26,4.79,-1.52,0.00264,0.0699
"448","chr17",19584630,19584965,336,"*",2.41,0.18,3.25,-3.07,0.00267,0.0702
"449","chr17",75324175,75325402,1228,"*",3.3,1.92,4,-2.08,0.00267,0.0702
"450","chr1",21568702,21569203,502,"*",2.33,-0.23,3.2,-3.43,0.00267,0.0702
"451","chr11",76479367,76480814,1448,"*",2.56,0.13,3.42,-3.29,0.00267,0.0702
"452","chr1",38589647,38589903,257,"*",2.27,-0.23,3.13,-3.36,0.00268,0.0702
"453","chr16",24348474,24348662,189,"*",2.3,-0.23,3.17,-3.4,0.00268,0.0702
"454","chr10",102852608,102853588,981,"*",3.3,1.71,4.04,-2.32,0.00269,0.0702
"455","chr19",18140184,18141287,1104,"*",2.62,0.6,3.42,-2.82,0.0027,0.0704
"456","chr2",161491152,161491365,214,"*",2.28,-0.23,3.15,-3.38,0.00273,0.071
"457","chr3",48398467,48399329,863,"*",4.04,4.63,3.04,1.59,0.00274,0.071
"458","chr14",77609327,77609693,367,"*",3.36,1.95,4.06,-2.11,0.00276,0.0712
"459","chr10",98605193,98606929,1737,"*",3.77,4.4,2.62,1.78,0.00277,0.0712
"460","chr12",66867198,66867429,232,"*",2.41,0.13,3.25,-3.12,0.00277,0.0712
"461","chr1",153517317,153518523,1207,"*",3.89,4.5,2.81,1.69,0.00277,0.0712
"462","chr12",95565949,95566221,273,"*",2.29,-0.23,3.16,-3.39,0.00278,0.0712
"463","chr11",12745465,12746598,1134,"*",3.24,4.01,1.46,2.55,0.00279,0.0712
"464","chr13",113922005,113922296,292,"*",2.53,0.51,3.34,-2.83,0.00279,0.0712
"465","chr1",161558258,161559509,1252,"*",3.68,2.57,4.31,-1.74,0.00281,0.0716
"466","chr5",140079624,140080676,1053,"*",2.98,1.21,3.75,-2.55,0.00282,0.0717
"467","chr6",88356679,88356921,243,"*",3.03,1.49,3.76,-2.27,0.00283,0.0717
"468","chr10",73869169,73870097,929,"*",3.46,4.16,2.02,2.14,0.00283,0.0717
"469","chr8",6263324,6265160,1837,"*",5.39,4.78,5.81,-1.03,0.00285,0.0719
"470","chr21",43100818,43102907,2090,"*",5.63,6.07,5.01,1.06,0.00285,0.0719
"471","chr4",184542861,184543044,184,"*",2.31,-0.23,3.18,-3.41,0.00286,0.0719
"472","chr10",119367787,119370438,2652,"*",3.33,4.06,1.78,2.28,0.00294,0.0737
"473","chr2",73481391,73482058,668,"*",2.67,0.6,3.49,-2.88,0.00294,0.0737
"474","chr15",67409326,67409598,273,"*",2.71,0.96,3.48,-2.52,0.00297,0.0743
"475","chr11",69338579,69340076,1498,"*",4.09,2.87,4.74,-1.87,0.00299,0.0745
"476","chr11",86452396,86454561,2166,"*",3.78,2.48,4.46,-1.98,0.00299,0.0745
"477","chr3",62686547,62686763,217,"*",2.91,1.23,3.67,-2.44,0.00306,0.076
"478","chr10",89464628,89466667,2040,"*",2.43,-0.23,3.31,-3.54,0.00308,0.0763
"479","chr2",55458376,55461742,3367,"*",6.6,6.18,6.93,-0.75,0.00309,0.0765
"480","chr12",4757337,4758597,1261,"*",4.29,3.37,4.84,-1.48,0.00312,0.077
"481","chr3",87806139,87806821,683,"*",3.79,4.43,2.63,1.8,0.00314,0.0774
"482","chr10",51542664,51543153,490,"*",2.5,0.42,3.32,-2.9,0.00315,0.0774
"483","chr16",87791145,87793224,2080,"*",3.11,3.92,1.11,2.81,0.00315,0.0774
"484","chr16",79071160,79072103,944,"*",2.27,-0.23,3.14,-3.37,0.00316,0.0775
"485","chr2",217158808,217159059,252,"*",2.25,-0.23,3.11,-3.34,0.00318,0.0776
"486","chr14",87141480,87141698,219,"*",2.54,0.6,3.33,-2.73,0.00319,0.0777
"487","chr8",128959730,128960072,343,"*",2.73,0.95,3.51,-2.56,0.00321,0.078
"488","chr8",30600971,30602370,1400,"*",4.44,3.47,5.01,-1.54,0.00324,0.0787
"489","chr14",106206180,106207011,832,"*",2.4,0.25,3.23,-2.99,0.00328,0.0794
"490","chr2",27643272,27645671,2400,"*",5.53,5.98,4.86,1.12,0.00328,0.0794
"491","chr7",3282477,3283902,1426,"*",3.59,2.18,4.3,-2.12,0.00332,0.0801
"492","chr3",10595412,10595653,242,"*",2.84,1.2,3.59,-2.39,0.00334,0.0804
"493","chr12",102287772,102289294,1523,"*",4.41,5.05,3.25,1.8,0.00335,0.0805
"494","chr2",100233699,100234690,992,"*",2.63,0.69,3.43,-2.74,0.00337,0.0808
"495","chr2",103156824,103158433,1610,"*",4.23,4.86,3.07,1.79,0.00338,0.0809
"496","chr6",109027991,109028467,477,"*",3.07,1.57,3.79,-2.22,0.00341,0.0816
"497","chr7",120357638,120358133,496,"*",2.29,-0.23,3.16,-3.39,0.00344,0.082
"498","chr12",21878222,21879394,1173,"*",3.13,3.87,1.53,2.33,0.00345,0.082
"499","chrX",16634553,16635279,727,"*",2.24,-0.23,3.1,-3.33,0.00345,0.082
"500","chr8",128378329,128378533,205,"*",2.83,1.2,3.58,-2.38,0.00346,0.082
"501","chr7",91186245,91186563,319,"*",2.55,0.42,3.37,-2.95,0.00347,0.0821
"502","chr12",54672944,54675516,2573,"*",6.67,6.19,7.03,-0.83,0.00349,0.0824
"503","chr8",122166961,122167593,633,"*",4.33,3.42,4.89,-1.47,0.00354,0.0835
"504","chr10",130937343,130937535,193,"*",2.2,-0.23,3.06,-3.29,0.00356,0.0837
"505","chr6",96552035,96552669,635,"*",3.05,3.77,1.53,2.24,0.00357,0.0837
"506","chr11",45466491,45466713,223,"*",2.9,1.32,3.64,-2.32,0.0036,0.0841
"507","chr16",56406522,56407251,730,"*",3.07,1.51,3.8,-2.29,0.0036,0.0841
"508","chr2",43015434,43016614,1181,"*",3.68,2.42,4.34,-1.93,0.00361,0.0841
"509","chr11",76482144,76484311,2168,"*",4.47,3.53,5.04,-1.51,0.00363,0.0846
"510","chr7",32202803,32203088,286,"*",2.62,0.8,3.4,-2.6,0.00366,0.0851
"511","chr2",29339873,29340520,648,"*",3.03,3.75,1.52,2.23,0.00367,0.0852
"512","chr12",57843623,57843843,221,"*",2.59,0.66,3.38,-2.72,0.00371,0.0858
"513","chr19",9694141,9695534,1394,"*",4.94,4.2,5.43,-1.23,0.00372,0.0859
"514","chr6",109056716,109057652,937,"*",2.55,0.6,3.35,-2.74,0.00373,0.0859
"515","chr19",54123361,54126957,3597,"*",5.63,6.06,5.02,1.04,0.00374,0.0861
"516","chr9",33327535,33328841,1307,"*",2.21,-0.23,3.07,-3.3,0.00377,0.0865
"517","chr13",41631556,41632395,840,"*",2.75,0.87,3.54,-2.68,0.00377,0.0865
"518","chr9",34238985,34239224,240,"*",2.46,0.42,3.27,-2.85,0.00378,0.0865
"519","chr9",74625193,74625708,516,"*",3.42,2.14,4.09,-1.95,0.0038,0.0867
"520","chr13",50844662,50844865,204,"*",2.19,-0.23,3.05,-3.28,0.0038,0.0867
"521","chr20",21188271,21188613,343,"*",2.47,0.42,3.29,-2.87,0.00383,0.0872
"522","chr8",125150323,125151526,1204,"*",4.53,5.09,3.61,1.48,0.00385,0.0873
"523","chr5",174044770,174045737,968,"*",2.32,3.19,-0.28,3.47,0.00386,0.0874
"524","chr10",134262678,134263736,1059,"*",3.26,1.83,3.96,-2.13,0.00388,0.0878
"525","chr22",40895705,40897109,1405,"*",3.27,3.95,1.92,2.03,0.0039,0.0878
"526","chr10",71144582,71146050,1469,"*",3.83,4.41,2.82,1.59,0.00391,0.0878
"527","chr2",102356979,102358921,1943,"*",3.29,4.05,1.54,2.51,0.00391,0.0878
"528","chr3",10599854,10600122,269,"*",2.23,-0.23,3.1,-3.33,0.00391,0.0878
"529","chr16",84062194,84062450,257,"*",2.73,1.07,3.48,-2.41,0.00395,0.0886
"530","chr22",29876817,29877871,1055,"*",4.32,3.42,4.88,-1.46,0.00403,0.09
"531","chr18",20981861,20982289,429,"*",2.83,1.23,3.56,-2.33,0.00403,0.09
"532","chr21",46411587,46412530,944,"*",2.4,-0.23,3.28,-3.5,0.00405,0.09
"533","chr18",3256377,3257376,1000,"*",3.02,3.76,1.39,2.38,0.00405,0.09
"534","chr3",14269675,14271077,1403,"*",3.54,4.25,2.11,2.14,0.0041,0.091
"535","chr20",34615616,34615861,246,"*",2.69,0.94,3.46,-2.52,0.00412,0.0912
"536","chr21",16576451,16577456,1006,"*",2.59,0.75,3.37,-2.62,0.00413,0.0913
"537","chr18",21290014,21290259,246,"*",2.67,0.89,3.45,-2.56,0.00415,0.0916
"538","chr7",157223860,157224290,431,"*",2.72,0.97,3.48,-2.51,0.00416,0.0916
"539","chr11",117927751,117929455,1705,"*",4.31,3.2,4.93,-1.73,0.00418,0.0919
"540","chr12",131886563,131887749,1187,"*",3.68,4.29,2.62,1.67,0.00422,0.0925
"541","chr7",140009774,140010064,291,"*",2.17,-0.23,3.03,-3.26,0.00423,0.0925
"542","chr7",56173217,56174147,931,"*",4.37,3.49,4.91,-1.42,0.00424,0.0925
"543","chr6",110881946,110882234,289,"*",2.33,0.25,3.15,-2.9,0.00424,0.0925
"544","chr1",10908275,10908508,234,"*",2.5,0.6,3.29,-2.69,0.00425,0.0925
"545","chr20",2679191,2679856,666,"*",2.24,-0.23,3.1,-3.33,0.00429,0.0933
"546","chr12",97960510,97964459,3950,"*",5.52,4.88,5.97,-1.09,0.0043,0.0933
"547","chr4",139832181,139834049,1869,"*",5.03,4.29,5.52,-1.23,0.00436,0.0945
"548","chr9",97754846,97755970,1125,"*",4.07,3.06,4.66,-1.59,0.00437,0.0945
"549","chr13",46098109,46099373,1265,"*",4.04,4.63,3.01,1.62,0.00448,0.0968
"550","chr7",1298369,1299728,1360,"*",2.81,3.56,1.19,2.37,0.0045,0.097
"551","chr8",122665517,122665836,320,"*",3.29,2.04,3.96,-1.92,0.00453,0.0975
"552","chr10",129040007,129040284,278,"*",2.91,1.37,3.64,-2.27,0.00455,0.0978
"553","chr9",131076544,131076909,366,"*",2.54,0.69,3.33,-2.64,0.00458,0.0981
"554","chr15",68628378,68628592,215,"*",2.15,-0.23,3,-3.23,0.00459,0.0982
"555","chr3",127254722,127255710,989,"*",2.79,0.89,3.58,-2.69,0.00461,0.0984
"556","chr3",62119626,62119912,287,"*",2.16,-0.23,3.02,-3.25,0.00462,0.0984
"557","chrX",153556108,153557095,988,"*",2.73,3.48,1.03,2.45,0.00462,0.0984
"558","chr6",12492172,12493317,1146,"*",2.34,3.21,-0.28,3.49,0.00468,0.0993
"559","chr9",137261562,137262691,1130,"*",2.4,-0.23,3.28,-3.51,0.00469,0.0993
"560","chr8",131510411,131510894,484,"*",2.28,3.15,-0.28,3.42,0.00471,0.0997
"561","chr20",49357819,49359236,1418,"*",6.4,6.79,5.85,0.94,0.00473,0.0999
"562","chr16",70556907,70560315,3409,"*",6.78,6.3,7.13,-0.83,0.00474,0.0999
"563","chr11",76502830,76503107,278,"*",2.43,0.46,3.24,-2.78,0.00475,0.0999
"564","chr4",176117741,176119356,1616,"*",4.15,4.72,3.22,1.5,0.00476,0.0999
"565","chr2",134427437,134427803,367,"*",2.33,3.16,0.16,3,0.00477,0.1
"566","chr14",68863985,68865235,1251,"*",3.18,3.96,1.36,2.6,0.00478,0.1
"567","chr19",48225783,48227347,1565,"*",3.64,2.35,4.31,-1.95,0.00482,0.101
"568","chr2",121692213,121694415,2203,"*",2.84,0.89,3.65,-2.76,0.00483,0.101
"569","chr7",35762682,35762886,205,"*",2.13,-0.23,2.98,-3.21,0.00488,0.102
"570","chr11",71211169,71211551,383,"*",2.15,-0.23,3.01,-3.24,0.00495,0.103
"571","chr2",201615890,201616829,940,"*",3.34,4.08,1.76,2.32,0.00501,0.104
"572","chr6",34517949,34519090,1142,"*",5.23,4.47,5.73,-1.26,0.00502,0.104
"573","chr1",147188765,147189952,1188,"*",4.58,5.14,3.65,1.49,0.00504,0.104
"574","chr2",145077289,145077898,610,"*",2.58,3.35,0.76,2.59,0.00505,0.104
"575","chr19",5977380,5978930,1551,"*",5.46,4.84,5.89,-1.05,0.00507,0.104
"576","chr5",172172840,172173366,527,"*",2.4,3.24,0.16,3.08,0.00507,0.104
"577","chr7",157177046,157177431,386,"*",2.64,0.92,3.41,-2.49,0.00507,0.104
