"","1a","1b","2a","2b","3b","3a"
"chr1:112051334-112051620",90,8,76,18,13,61
"chr1:112057436-112057709",86,6,44,15,11,52
"chr1:112119200-112119655",117,23,102,42,15,78
"chr1:112213738-112214002",76,8,70,15,3,61
"chr1:112433596-112433853",82,18,62,46,23,51
"chr1:112519557-112519853",120,31,77,78,36,86
"chr1:112521455-112521651",96,7,52,22,10,66
"chr1:113005109-113005308",37,10,27,29,18,22
"chr1:113007046-113007400",79,9,71,34,17,49
"chr1:113137228-113137458",48,6,17,35,5,25
"chr1:113256111-113256534",157,14,137,35,25,104
"chr1:113383942-113384184",55,10,16,35,10,36
"chr1:113446831-113447060",72,5,30,15,3,38
"chr1:113644319-113644470",28,15,9,21,8,14
"chr1:113689549-113689699",54,9,45,26,6,35
"chr1:113930822-113931145",97,3,46,23,13,50
"chr1:114082986-114083188",30,10,13,25,11,18
"chr1:114184901-114185039",39,10,20,23,17,23
"chr1:114217048-114217354",48,9,18,77,24,22
"chr1:114331728-114331878",60,11,42,32,12,32
"chr1:114352584-114352784",80,19,22,64,35,51
"chr1:114576636-114577048",192,69,120,169,101,125
"chr1:114585733-114586018",129,29,44,82,46,69
"chr1:114632729-114633059",150,25,67,51,24,107
"chr1:114758457-114758682",50,23,59,63,41,24
"chr1:115022814-115023010",48,8,31,8,5,25
"chr1:115152552-115152693",65,17,22,49,26,42
"chr1:115722029-115722532",193,19,170,46,16,120
"chr1:115943660-115943825",77,5,39,9,2,39
"chr1:115998133-115998340",59,14,23,50,30,44
"chr1:116220316-116220481",39,19,21,41,20,25
"chr1:116254014-116254152",44,11,32,32,13,26
"chr1:116268360-116268535",29,14,43,21,6,22
"chr1:116353773-116354195",183,30,152,93,53,116
"chr1:116358279-116358634",217,24,116,59,26,149
"chr1:116495226-116495820",288,46,134,153,50,178
"chr1:116534147-116534343",70,5,20,26,9,50
"chr1:116551330-116551610",132,13,100,25,10,76
"chr1:116582557-116582773",33,22,17,60,22,25
"chr1:116665627-116665775",42,6,34,13,1,31
"chr1:116666494-116666653",53,9,39,21,9,28
"chr1:116810850-116811117",110,17,84,33,14,62
"chr1:116832790-116832974",74,11,46,10,11,27
"chr1:116854952-116855219",95,14,81,37,26,60
"chr1:116992235-116992506",131,23,61,54,42,87
"chr1:117034897-117035105",81,3,51,10,4,36
"chr1:117051031-117051365",211,20,139,64,27,138
"chr1:117051563-117052007",208,16,126,73,37,136
"chr1:117161842-117162085",75,14,48,48,22,46
"chr1:117185904-117186255",60,7,50,20,7,30
"chr1:117195259-117195697",173,18,112,44,25,106
"chr1:117217429-117217726",76,15,27,69,28,66
"chr1:117396407-117396688",80,25,65,39,35,45
"chr1:117401367-117401956",231,29,130,120,78,135
"chr1:117421690-117421986",75,31,62,51,13,44
"chr1:117555955-117556260",107,28,69,58,30,54
"chr1:117560771-117560957",66,4,55,22,4,41
"chr1:117655237-117655400",56,13,17,42,20,41
"chr1:117724329-117724697",171,9,155,19,10,104
"chr1:117811429-117812012",285,55,260,164,80,196
"chr1:118133961-118134178",59,10,42,21,17,24
"chr1:118135008-118135197",63,6,35,22,9,41
"chr1:118170317-118170675",67,22,21,72,31,31
"chr1:118337842-118338196",94,14,66,13,4,63
"chr1:118384937-118385248",82,7,106,4,6,61
"chr1:118389693-118390074",117,11,38,31,8,82
"chr1:118400224-118400412",39,6,13,24,14,24
"chr1:118624045-118624255",58,7,16,21,18,23
"chr1:118659595-118659974",128,29,61,100,42,80
"chr1:119023761-119023983",34,6,17,27,15,29
"chr1:119099535-119099831",144,20,33,67,24,92
"chr1:119178638-119178953",70,12,59,48,21,54
"chr1:119727699-119727864",26,4,13,26,6,15
"chr1:119931153-119931390",45,5,21,33,15,34
"chr1:120322556-120322857",89,23,45,51,25,64
"chr1:120333534-120333728",62,9,22,42,14,50
"chr1:120561820-120562094",43,1,11,11,5,25
"chr1:120577472-120577629",16,1,11,2,2,15
"chr1:120922836-120923249",40,1,10,9,4,19
"chr1:121132262-121132445",1,1,1,1,1,1
"chr1:143651159-143651338",10,1,4,1,2,5
"chr1:143658955-143659121",1,1,1,1,1,1
"chr1:143661099-143661558",7,1,3,1,1,5
"chr1:143747397-143747579",23,2,14,13,2,9
"chr1:143935471-143935663",22,1,18,5,2,15
"chr1:144047797-144048030",7,3,7,2,2,10
"chr1:144544848-144545147",53,13,29,25,7,28
"chr1:144598500-144599037",27,6,30,20,9,23
"chr1:144690410-144690650",22,13,7,21,16,13
"chr1:144700940-144701099",9,2,14,16,15,10
"chr1:144822802-144822987",16,2,9,11,4,10
"chr1:144836624-144836843",19,4,13,26,14,10
"chr1:144891869-144892080",92,4,46,14,9,59
"chr1:144966304-144966449",22,7,6,26,9,14
"chr1:144992812-144993248",327,68,309,164,98,252
"chr1:144993377-144993616",143,25,105,46,28,106
"chr1:145030076-145030405",122,52,38,128,59,68
"chr1:145216970-145217147",35,12,16,13,3,20
"chr1:145243793-145243989",40,4,26,14,5,32
"chr1:145258208-145258347",21,1,3,3,6,7
"chr1:145259323-145259612",10,2,2,1,1,4
"chr1:145310806-145311016",7,2,5,8,3,5
"chr1:145396886-145397174",49,32,60,56,28,37
"chr1:145543719-145543849",48,6,30,35,14,26
"chr1:145668786-145669071",42,8,41,16,9,31
"chr1:145669170-145669897",154,25,112,119,40,93
"chr1:145694414-145694834",106,21,39,87,20,50
"chr1:145723492-145723746",55,6,34,21,19,35
"chr1:145726380-145726977",415,39,401,101,61,329
"chr1:145728511-145728722",64,7,40,21,9,42
"chr1:145744078-145744334",84,13,44,29,18,51
"chr1:145968664-145968833",1,1,1,1,1,1
"chr1:145975961-145976232",1,1,1,1,1,1
"chr1:146127422-146127687",1,1,1,1,1,1
"chr1:146233439-146233715",1,1,1,1,1,1
"chr1:146419062-146419263",1,1,1,1,1,1
"chr1:146501984-146502208",71,4,32,8,2,34
"chr1:146585956-146586177",31,4,12,12,5,20
"chr1:146586335-146586508",57,6,34,22,10,35
"chr1:147084308-147084465",49,7,34,23,13,30
"chr1:147189157-147189373",49,8,34,39,17,31
"chr1:147510340-147510499",1,1,1,1,1,1
"chr1:147517718-147517912",1,1,1,1,1,1
"chr1:147669258-147669540",1,1,1,1,1,1
"chr1:147725546-147725772",22,6,19,18,4,13
"chr1:147758150-147758292",13,1,5,5,3,9
"chr1:147770075-147770390",48,13,19,21,16,32
"chr1:147848561-147849057",6,1,7,1,1,4
"chr1:147994280-147994603",18,4,13,1,6,6
"chr1:148016564-148016755",4,1,1,3,1,3
"chr1:148560836-148561370",31,7,27,19,8,23
"chr1:148588683-148588873",1,1,1,1,1,1
"chr1:148750608-148750872",1,1,1,1,1,1
"chr1:148876221-148876477",8,1,8,4,2,2
"chr1:149205747-149205977",20,1,20,2,4,5
"chr1:149209544-149209849",43,3,17,2,1,20
"chr1:149362464-149362655",5,1,4,1,1,1
"chr1:149382014-149382456",1,1,1,1,1,1
"chr1:149747385-149747585",5,1,4,2,1,3
"chr1:149766934-149767379",18,1,3,5,7,6
"chr1:149989335-149989767",173,22,137,43,23,114
"chr1:150055867-150056035",19,12,9,27,16,20
"chr1:150331852-150332006",47,5,32,13,7,26
"chr1:150478996-150479185",28,8,22,41,19,11
"chr1:150622921-150623080",45,18,36,42,10,29
"chr1:150943728-150944115",178,25,151,88,30,125
"chr1:150954215-150954851",286,78,252,180,88,177
"chr1:150976591-150976793",70,12,37,25,15,40
"chr1:150978452-150978604",46,10,20,22,14,26
"chr1:151274347-151274530",27,12,44,27,13,20
"chr1:151284106-151284317",61,11,42,17,5,31
"chr1:151521388-151521558",72,15,58,50,26,43
"chr1:151542359-151542572",39,11,41,29,7,29
"chr1:151551558-151551686",43,4,16,9,4,29
"chr1:151809435-151809614",65,18,46,49,28,46
"chr1:151828167-151828473",86,3,57,13,7,62
"chr1:151896061-151896238",57,7,21,38,11,24
"chr1:151964836-151965033",65,24,52,42,18,31
"chr1:152061781-152061986",36,20,10,51,23,21
"chr1:152701565-152701755",62,2,12,10,5,30
"chr1:152715631-152716169",274,7,178,22,11,176
"chr1:152734638-152734809",43,7,13,14,11,24
"chr1:152935546-152935697",28,7,15,12,4,19
"chr1:153084691-153084877",19,6,11,18,12,14
"chr1:153168979-153169113",28,4,4,22,8,16
"chr1:153264795-153265009",27,1,35,9,1,19
"chr1:153336688-153336906",53,14,27,16,13,24
"chr1:153451154-153451476",83,9,73,16,9,65
"chr1:153492708-153493184",205,14,167,20,9,123
"chr1:153493612-153493872",62,5,31,13,6,38
"chr1:153551152-153551431",62,6,24,25,12,33
"chr1:153580772-153581019",53,11,62,26,9,35
"chr1:153581220-153581853",164,20,136,53,21,87
"chr1:153582936-153583263",80,12,63,15,7,38
"chr1:153681024-153681269",93,18,75,27,17,55
"chr1:153931115-153931271",27,21,23,40,19,11
"chr1:154129959-154130226",52,4,42,10,5,27
"chr1:154163004-154163390",192,23,109,66,36,128
"chr1:154193683-154193894",15,8,35,31,5,10
"chr1:154306746-154307124",107,26,68,55,27,47
"chr1:154307241-154307417",39,10,18,38,24,20
"chr1:154313027-154313258",50,7,45,8,4,25
"chr1:154913951-154914140",57,6,51,15,5,37
"chr1:154977892-154978326",226,6,213,38,23,146
"chr1:154995322-154995488",44,7,26,11,8,18
"chr1:155066492-155066675",50,18,39,45,26,41
"chr1:155090190-155090493",92,14,68,41,11,52
"chr1:155092743-155092976",47,7,23,29,6,32
"chr1:155096938-155097338",101,21,93,36,17,65
"chr1:155098428-155098764",74,17,62,42,13,41
"chr1:155101582-155101724",26,8,31,23,4,23
"chr1:155102122-155102299",34,10,35,19,6,11
"chr1:155106313-155106525",35,6,38,11,10,25
"chr1:155149642-155149985",78,14,50,26,23,27
"chr1:155160934-155161899",136,16,115,19,12,79
"chr1:155293976-155294122",22,8,29,17,4,18
"chr1:155349526-155349695",35,3,11,27,6,25
"chr1:155660482-155660691",47,8,33,23,17,37
"chr1:155799281-155799451",14,10,18,21,15,10
"chr1:156021459-156021653",32,2,31,5,2,16
"chr1:156055990-156056422",44,22,35,51,24,36
"chr1:156441406-156441782",92,22,71,60,28,51
"chr1:156458512-156458642",35,7,22,11,7,22
"chr1:156586284-156586672",180,39,160,100,51,138
"chr1:156609603-156609825",48,5,36,13,4,31
"chr1:156662462-156662792",70,8,59,18,11,36
"chr1:156682539-156682721",36,2,30,9,9,15
"chr1:156716631-156716987",101,10,84,23,9,51
"chr1:156718470-156718711",53,11,59,29,14,44
"chr1:156736946-156737329",67,28,49,101,42,31
"chr1:156955552-156955752",56,6,23,9,1,35
"chr1:157101924-157102251",110,7,71,29,15,66
"chr1:157102414-157102844",75,6,24,28,15,47
"chr1:157111050-157111277",49,5,27,16,11,20
"chr1:157998609-157998959",87,1,50,16,7,50
"chr1:159870201-159870464",64,8,42,20,12,29
"chr1:159886140-159886756",169,24,134,56,36,91
"chr1:159915961-159916078",28,2,31,18,5,17
"chr1:159940816-159941144",71,15,50,22,10,45
"chr1:161002406-161002611",43,2,19,20,6,26
"chr1:161053278-161053582",45,10,36,17,17,30
"chr1:161168364-161168545",31,6,30,16,6,28
"chr1:161368430-161368701",83,2,65,10,4,54
"chr1:161558596-161558984",20,1,18,2,1,9
"chr1:161640460-161640848",8,1,6,1,1,1
"chr1:162129166-162129802",304,76,321,183,100,233
"chr1:162133309-162133527",39,1,31,4,1,19
"chr1:162135356-162135955",260,6,127,37,13,148
"chr1:162138154-162138434",82,12,64,16,12,59
"chr1:162161796-162162016",49,7,30,14,3,25
"chr1:162254913-162255465",163,27,158,74,36,108
"chr1:162299623-162299917",75,4,27,4,3,45
"chr1:162377858-162378157",41,8,12,43,24,22
"chr1:162426178-162426356",19,11,8,35,14,16
"chr1:162762270-162762582",32,3,24,2,2,22
"chr1:162816731-162817034",108,5,53,35,13,65
"chr1:163727075-163727238",44,7,13,24,6,21
"chr1:163736363-163736682",73,19,15,57,35,45
"chr1:164560036-164560254",64,8,39,23,10,32
"chr1:164567946-164568317",95,9,50,40,12,42
"chr1:164685602-164685807",30,1,25,4,3,22
"chr1:164717541-164718181",243,14,101,77,32,154
"chr1:165128129-165128278",44,1,24,11,3,28
"chr1:165838646-165838844",14,4,7,27,14,11
"chr1:165957656-165957809",16,12,9,22,17,11
"chr1:166572621-166572940",92,13,65,36,22,57
"chr1:166794818-166795039",37,6,20,47,13,21
"chr1:166809956-166810321",118,32,95,70,36,67
"chr1:168067887-168068121",40,10,15,13,3,18
"chr1:168578499-168578668",37,4,28,15,9,19
"chr1:168596726-168596881",37,9,7,20,10,17
"chr1:168600940-168601164",69,14,50,54,22,37
"chr1:168735918-168736116",38,9,13,31,14,14
"chr1:168876330-168876779",145,19,112,75,32,85
"chr1:169143974-169144107",30,6,19,21,13,20
"chr1:169220121-169220365",15,10,7,35,20,11
"chr1:169479922-169480099",45,3,22,25,14,29
"chr1:169486862-169487228",109,8,37,25,10,54
"chr1:169498605-169498942",197,27,81,108,53,125
"chr1:169570073-169570254",35,8,25,24,28,18
"chr1:169659503-169659788",65,15,9,31,15,30
"chr1:169911605-169911932",70,10,21,36,17,42
"chr1:170082283-170082508",17,1,16,10,1,6
"chr1:171179625-171179826",32,6,15,31,10,15
"chr1:171224416-171224645",37,5,31,18,16,30
"chr1:171226517-171226841",75,10,60,27,10,43
"chr1:171227735-171227934",56,5,39,11,4,33
"chr1:171393799-171393943",49,9,25,27,11,33
"chr1:171534318-171534566",34,5,7,8,5,21
"chr1:171535399-171535544",13,2,5,14,11,15
"chr1:171750438-171750621",35,7,31,19,8,21
"chr1:172146563-172146732",18,9,5,27,10,8
"chr1:172150388-172150627",19,8,10,29,20,10
"chr1:172232017-172232194",21,4,12,35,14,9
"chr1:172325806-172326022",16,3,7,30,12,14
"chr1:172328053-172328488",105,26,67,73,38,58
"chr1:172418038-172418558",134,18,101,64,25,71
"chr1:172420394-172420535",37,6,13,13,13,21
"chr1:172453455-172453623",38,4,9,12,3,27
"chr1:172499116-172499530",136,20,61,86,32,103
"chr1:172599933-172600263",137,16,88,35,18,87
"chr1:172608721-172608951",46,6,31,7,4,20
"chr1:172698688-172698869",40,2,16,2,3,20
"chr1:172715499-172716023",191,26,70,108,60,127
"chr1:172862301-172862421",27,6,12,11,7,25
"chr1:173825759-173825958",8,8,2,35,21,7
"chr1:173837362-173837789",202,41,203,85,34,123
"chr1:174207820-174207988",3,1,1,1,1,2
"chr1:174526107-174526279",31,5,10,4,5,17
"chr1:175132970-175133119",26,15,19,25,14,13
"chr1:175156373-175156579",60,3,44,9,1,38
"chr1:176721687-176722069",103,14,42,24,12,79
"chr1:176792311-176792601",80,7,27,52,18,53
"chr1:177270490-177270777",68,8,21,26,7,51
"chr1:177274877-177275054",44,9,41,10,1,16
"chr1:177388570-177388749",40,7,13,12,4,20
"chr1:177389102-177389598",86,7,26,46,10,55
"chr1:177410006-177410381",173,14,58,42,16,112
"chr1:177411640-177411933",46,4,10,13,8,27
"chr1:177414227-177414374",31,7,14,10,10,21
"chr1:177417820-177418289",265,24,294,54,19,204
"chr1:177538768-177538942",36,9,14,10,7,20
"chr1:177540838-177541216",198,12,120,38,26,141
"chr1:177554732-177555238",235,27,119,100,33,150
"chr1:177589831-177590009",45,6,23,13,2,28
"chr1:177759793-177760030",60,4,44,5,1,42
"chr1:178264001-178264167",37,14,9,31,12,27
"chr1:178557188-178557389",31,14,22,30,15,19
"chr1:178624651-178625315",202,33,189,129,78,130
"chr1:178923154-178923456",86,9,80,27,13,53
"chr1:178986210-178986473",92,14,57,34,14,45
"chr1:179178172-179178520",82,5,29,19,4,46
"chr1:179180088-179180220",26,4,6,13,4,15
"chr1:179292486-179292672",38,3,10,5,1,20
"chr1:179301235-179301544",99,6,32,36,6,62
"chr1:179341417-179341647",76,6,19,26,7,37
"chr1:179368546-179369145",80,21,17,73,38,54
"chr1:179843805-179844153",68,11,40,36,16,39
"chr1:179900102-179900436",97,21,31,76,20,64
"chr1:180049631-180049835",43,4,12,9,1,28
"chr1:180126696-180127127",87,16,59,58,19,41
"chr1:180197667-180197966",113,7,94,22,11,53
"chr1:180513216-180513398",45,5,39,11,6,32
"chr1:180531783-180532068",107,11,67,61,29,68
"chr1:181081648-181081935",53,13,57,25,13,41
"chr1:181086736-181087165",135,17,127,53,24,83
"chr1:181088416-181088772",121,19,103,53,30,84
"chr1:181096109-181096500",192,32,168,88,43,123
"chr1:181102842-181102993",56,6,45,19,9,40
"chr1:182057052-182057487",95,5,91,32,15,59
"chr1:182065232-182065550",80,9,57,34,23,49
"chr1:182110269-182110458",31,7,17,8,7,25
"chr1:182115538-182115721",32,4,29,11,8,16
"chr1:182213540-182213988",223,22,160,66,35,129
"chr1:182218484-182218613",35,2,24,10,2,26
"chr1:182284413-182284658",58,6,31,16,6,41
"chr1:182309881-182310035",39,7,16,14,6,37
"chr1:182332898-182333108",40,3,12,7,2,28
"chr1:182572957-182573225",58,14,61,37,14,43
"chr1:182602611-182603433",278,41,258,116,54,177
"chr1:182615502-182615701",45,12,31,19,15,27
"chr1:182615953-182616170",62,6,33,46,20,36
"chr1:182678691-182678853",9,9,4,11,11,15
"chr1:182938186-182938928",60,28,24,119,48,34
"chr1:183056226-183056378",26,2,7,16,9,20
"chr1:183192092-183192285",68,6,42,19,6,46
"chr1:183218691-183218866",41,5,31,13,5,30
"chr1:183232000-183232234",90,8,35,29,12,52
"chr1:183245634-183245876",68,5,48,22,8,62
"chr1:183337450-183337609",24,10,28,21,12,27
"chr1:183538401-183538571",36,12,12,32,11,17
"chr1:183633608-183633755",10,3,7,23,7,14
"chr1:183688499-183688691",54,7,30,17,4,33
"chr1:183854415-183854561",15,16,6,30,13,19
"chr1:184125626-184125921",109,7,83,39,12,60
"chr1:184342379-184342584",67,11,49,22,12,47
"chr1:184377662-184378055",204,19,127,80,38,131
"chr1:184387777-184387957",44,6,40,34,10,27
"chr1:184406604-184406735",32,2,23,11,4,20
"chr1:184452155-184452438",124,21,60,58,31,90
"chr1:184489692-184489860",28,6,8,21,9,12
"chr1:184516923-184517206",72,9,42,12,6,46
"chr1:184566925-184567150",45,5,35,36,13,37
"chr1:184595739-184596215",221,15,191,26,17,151
"chr1:184602011-184602215",61,6,41,16,4,29
"chr1:184772232-184772540",84,14,29,43,14,44
"chr1:184807844-184808063",64,4,38,14,9,24
"chr1:184874421-184874622",47,4,15,14,3,29
"chr1:184952900-184953044",21,8,4,27,7,19
"chr1:185296330-185296505",42,13,13,31,10,35
"chr1:185554940-185555235",83,7,65,36,19,47
"chr1:185614577-185615015",109,8,69,16,10,63
"chr1:185615442-185615608",55,7,25,22,12,31
"chr1:185665984-185666137",26,2,7,25,8,8
"chr1:185685012-185685176",36,5,6,2,1,21
"chr1:186030476-186030682",26,3,19,19,6,25
"chr1:186077547-186078003",102,7,39,19,5,64
"chr1:186081470-186081667",66,3,28,5,4,48
"chr1:186098894-186099115",39,3,13,9,3,25
"chr1:186121743-186122538",314,15,129,153,50,216
"chr1:186201030-186201435",204,8,146,10,11,132
"chr1:186603795-186603979",42,3,17,10,1,27
"chr1:186631931-186632187",107,5,35,22,16,85
"chr1:186908015-186908206",43,11,7,17,5,21
"chr1:186967039-186967408",79,10,37,72,18,56
"chr1:187005529-187005809",104,7,51,26,6,87
"chr1:187024045-187024206",30,5,5,15,5,13
"chr1:187269319-187269582",80,5,28,4,4,60
"chr1:187282337-187282691",147,3,51,13,1,96
"chr1:187328734-187329064",164,4,65,27,12,122
"chr1:187350666-187350978",80,11,29,28,9,53
"chr1:187377465-187377900",141,9,109,35,14,100
"chr1:187460561-187460827",59,11,11,36,21,36
"chr1:187665110-187665328",50,2,43,1,2,44
"chr1:187975928-187976231",41,11,11,49,16,20
"chr1:188401583-188402188",260,15,156,58,22,192
"chr1:188536678-188536847",51,4,30,12,3,27
"chr1:188862471-188862946",136,6,58,42,2,90
"chr1:189282696-189282880",61,2,21,9,7,31
"chr1:189593492-189593613",28,8,9,21,7,14
"chr1:189650752-189651010",25,8,11,35,9,25
"chr1:189688894-189689151",83,6,30,11,2,56
"chr1:189709936-189710222",68,5,26,24,14,55
"chr1:189743861-189744346",98,16,21,79,24,49
"chr1:190116809-190117102",82,9,28,25,5,56
"chr1:190138383-190138740",108,13,43,31,20,67
"chr1:190149083-190149313",36,16,8,43,16,36
"chr1:190244772-190244963",38,3,17,8,3,24
"chr1:190254250-190254733",223,15,117,51,20,155
"chr1:190334052-190334214",40,4,10,6,1,15
"chr1:190460643-190460798",17,9,12,32,7,20
"chr1:190507813-190507981",21,4,7,27,6,23
"chr1:191122155-191122553",147,12,70,41,15,109
"chr1:191124453-191124762",49,2,16,5,1,28
"chr1:191135926-191136103",37,4,12,8,1,28
"chr1:191396713-191397183",305,31,154,115,56,250
"chr1:191487047-191487215",24,7,14,24,7,12
"chr1:191671304-191671505",62,9,29,43,6,41
"chr1:191678408-191678562",32,1,7,14,9,23
"chr1:192018432-192018730",88,12,47,30,20,58
"chr1:193888909-193889274",126,8,33,28,14,84
"chr1:194899473-194899689",61,5,10,10,2,43
"chr1:195708529-195708673",26,6,6,16,7,14
"chr1:195791237-195791584",13,2,18,20,23,20
"chr1:196748336-196748524",29,8,5,32,11,18
"chr1:197148268-197148472",25,7,5,33,19,23
"chr1:197335898-197336110",35,5,3,35,8,16
"chr1:197454986-197455495",176,29,76,107,54,115
"chr1:198244846-198245034",30,13,7,49,16,23
"chr1:198624755-198624977",67,10,35,31,13,33
"chr1:199241885-199242079",16,12,25,25,17,14
"chr1:199747474-199747651",27,12,20,15,11,27
"chr1:199878372-199878506",46,12,21,26,6,24
"chr1:199887400-199887815",73,5,28,14,11,42
"chr1:199964275-199964552",134,6,44,14,8,90
"chr1:199985858-199986426",407,19,271,23,18,315
"chr1:200083859-200084024",42,6,19,16,5,22
"chr1:200306302-200306674",195,7,91,39,16,113
"chr1:200341265-200341491",50,14,24,30,6,24
"chr1:200342057-200342215",52,13,12,27,17,37
"chr1:200858228-200858417",82,7,50,16,6,45
"chr1:201014314-201014460",55,2,15,5,2,34
"chr1:201029093-201029325",81,11,49,18,5,47
"chr1:201125695-201125832",39,5,22,19,7,21
"chr1:201251408-201251614",40,15,30,55,13,23
"chr1:201322168-201322898",408,32,411,55,22,287
"chr1:201350286-201350504",58,11,29,27,10,24
"chr1:201350714-201350835",44,10,29,25,3,32
"chr1:201368652-201368806",39,12,41,22,12,25
"chr1:201464566-201464758",88,10,66,9,4,48
"chr1:201481408-201481713",54,20,39,34,28,32
"chr1:201486826-201487048",53,12,30,17,10,20
"chr1:201574108-201574300",50,13,27,36,15,28
"chr1:201683900-201684074",47,7,35,20,10,26
"chr1:201710955-201711194",38,6,52,14,6,31
"chr1:201851926-201852086",27,3,9,15,7,21
"chr1:201885893-201886135",32,1,28,15,12,23
"chr1:201910490-201910758",51,2,33,9,6,25
"chr1:201977207-201977613",67,10,65,21,10,44
"chr1:201987440-201988208",403,80,366,224,106,247
"chr1:201992164-201992590",218,48,185,103,45,161
"chr1:202003880-202004181",66,18,62,37,17,40
"chr1:202015243-202015778",186,41,164,133,55,117
"chr1:202016144-202016484",107,18,85,60,32,64
"chr1:202026040-202026538",217,32,200,73,31,156
"chr1:202027307-202028159",361,42,336,166,73,266
"chr1:202041496-202041962",128,6,94,15,11,69
"chr1:202044532-202044765",40,9,44,8,4,31
"chr1:202056111-202056451",132,18,114,51,16,63
"chr1:202075418-202075924",278,45,289,111,61,216
"chr1:202076394-202076761",118,14,100,27,15,58
"chr1:202076952-202077190",98,10,79,13,9,58
"chr1:202077288-202077856",331,45,334,140,66,240
"chr1:202081790-202082494",358,60,377,135,71,260
"chr1:202101513-202102098",259,28,232,76,32,153
"chr1:202112156-202112335",36,4,37,9,7,32
"chr1:202238780-202239127",88,3,81,8,5,37
"chr1:202304422-202304893",210,11,116,35,18,112
"chr1:202501276-202501609",129,12,86,50,19,76
"chr1:202718544-202718745",34,4,34,13,5,16
"chr1:202719285-202719580",81,14,36,33,11,38
"chr1:203028540-203028792",85,7,62,21,6,60
"chr1:203100950-203101160",69,3,42,9,1,45
"chr1:203132172-203132305",43,13,29,27,18,27
"chr1:203138846-203139136",70,20,56,56,13,46
"chr1:203154149-203154358",68,10,61,13,5,32
"chr1:203157930-203158071",14,14,4,32,17,7
"chr1:203285710-203286170",121,33,80,85,43,60
"chr1:203488655-203488936",125,10,103,19,8,79
"chr1:203569319-203569521",67,3,30,9,4,37
"chr1:203898951-203899140",50,10,16,36,12,30
"chr1:203901317-203901499",45,10,29,13,10,26
"chr1:204073155-204073703",211,33,187,67,26,130
"chr1:204099347-204099715",128,14,92,29,10,74
"chr1:204110318-204110600",157,9,122,15,7,95
"chr1:204111856-204112017",48,13,28,23,10,25
"chr1:204114443-204114823",171,10,119,15,1,110
