"","1a","1b","2a","2b","3b","3a"
"chr1:12936889-12937417",44,14,32,49,24,27
"chr1:12981622-12981891",6,2,9,14,6,1
"chr1:12984179-12984602",20,2,16,31,16,13
"chr1:12996154-12996760",22,1,20,25,13,7
"chr1:13033040-13033352",2,1,2,6,1,1
"chr1:13038547-13038886",94,51,49,104,56,95
"chr1:13050388-13050754",1,1,3,3,1,2
"chr1:13106522-13106986",1,1,1,1,1,1
"chr1:13137923-13138207",1,1,1,1,1,1
"chr1:13147008-13147383",1,1,1,1,1,1
"chr1:13155507-13155626",11,3,7,12,7,9
"chr1:13214344-13214685",2,1,1,1,1,1
"chr1:13328358-13328664",1,1,1,1,1,1
"chr1:13333839-13334167",1,1,1,1,1,1
"chr1:13370556-13371044",1,1,1,1,1,1
"chr1:13382477-13383026",49,19,45,61,35,24
"chr1:13385325-13385595",2,2,3,8,2,1
"chr1:13429814-13430185",1,1,1,1,1,1
"chr1:13459995-13460521",1,1,1,1,1,1
"chr1:13462368-13462690",1,1,1,1,1,1
"chr1:13474252-13474515",1,1,1,1,1,1
"chr1:13480344-13480559",1,1,1,1,1,1
"chr1:13528178-13528436",1,1,1,1,1,1
"chr1:13650647-13650972",1,1,1,1,1,1
"chr1:13680847-13681338",1,1,1,1,1,1
"chr1:13683179-13683635",1,1,1,1,1,1
"chr1:13695059-13695366",1,1,1,1,1,1
"chr1:13701187-13701393",1,1,1,1,1,1
"chr1:13749035-13749306",1,1,1,1,1,1
"chr1:13795847-13796113",98,33,80,98,50,59
"chr1:13843763-13843993",66,22,51,47,19,40
"chr1:13866314-13866455",45,13,24,20,14,21
"chr1:13870453-13870863",185,92,169,181,116,129
"chr1:13897473-13897804",100,44,57,109,53,79
"chr1:13992182-13992515",158,58,95,152,87,107
"chr1:14052399-14052714",119,56,71,137,66,84
"chr1:14075534-14075827",79,20,68,74,41,52
"chr1:14085636-14085839",49,13,14,48,22,31
"chr1:14087518-14087688",31,6,7,33,21,18
"chr1:14115269-14115644",109,49,78,120,61,69
"chr1:14128225-14128457",66,28,53,59,18,46
"chr1:14133735-14134068",126,55,125,151,83,99
"chr1:14137694-14138112",168,73,159,164,88,123
"chr1:14140155-14140457",112,44,113,116,55,76
"chr1:14142525-14142668",29,2,24,12,7,25
"chr1:14151639-14151853",40,12,37,40,27,30
"chr1:14155319-14155750",193,101,187,212,108,136
"chr1:14256624-14257044",138,46,106,129,77,71
"chr1:14277238-14277442",63,21,49,40,29,43
"chr1:14286807-14287338",193,98,209,226,129,149
"chr1:14292249-14292639",144,56,123,158,66,78
"chr1:14319108-14319230",25,2,5,23,9,15
"chr1:14421529-14421866",99,22,42,91,49,53
"chr1:14437721-14437946",55,17,28,51,20,26
"chr1:14440305-14440813",193,82,172,198,114,129
"chr1:14465200-14465376",34,10,13,18,13,24
"chr1:14476025-14476274",89,21,41,100,46,62
"chr1:14555272-14555493",57,19,35,60,25,43
"chr1:14617743-14617872",20,10,16,16,8,15
"chr1:14690642-14690886",63,11,31,65,34,40
"chr1:14692927-14693134",42,16,44,26,12,25
"chr1:14722229-14722364",18,2,12,22,14,11
"chr1:14741907-14742196",92,39,82,96,42,68
"chr1:14761795-14762113",115,35,88,103,51,83
"chr1:14854872-14854995",41,7,21,37,14,30
"chr1:14864891-14865147",56,12,53,54,29,28
"chr1:14893659-14893836",31,9,21,28,15,20
"chr1:14898387-14898669",83,25,68,66,27,58
"chr1:14925493-14925720",45,13,31,33,16,21
"chr1:14933148-14933467",159,50,75,140,98,101
"chr1:14934887-14935129",46,9,14,66,18,30
"chr1:15058398-15058805",185,80,149,193,107,123
"chr1:15105619-15105996",154,67,143,173,102,109
"chr1:15109464-15109921",92,24,76,87,35,59
"chr1:15114133-15114352",50,12,39,47,21,34
"chr1:15131160-15131509",111,37,110,99,56,68
"chr1:15160154-15160457",121,40,87,103,55,88
"chr1:15177107-15177446",112,45,98,98,47,79
"chr1:15241776-15242362",198,90,162,216,132,139
"chr1:15250988-15251261",82,29,58,56,24,47
"chr1:15309886-15310063",45,8,39,21,12,30
"chr1:15326658-15326839",40,3,27,23,7,27
"chr1:15348130-15348252",26,5,21,13,2,20
"chr1:15353937-15354437",193,91,155,213,107,128
"chr1:15364698-15364988",77,25,64,98,36,49
"chr1:15372983-15373532",211,95,220,245,141,140
"chr1:15389049-15389333",80,29,37,83,33,45
"chr1:15390964-15391335",125,43,98,118,63,81
"chr1:15426786-15427323",221,108,211,241,137,159
"chr1:15437215-15437618",82,17,60,61,27,48
"chr1:15454975-15455510",209,78,195,232,124,147
"chr1:15478804-15479268",151,50,133,159,60,107
"chr1:15479301-15479643",44,18,44,55,17,20
"chr1:15480168-15480901",213,75,170,199,114,128
"chr1:15507831-15507968",26,5,13,28,9,17
"chr1:15526899-15527145",62,12,57,49,32,39
"chr1:15530382-15530543",37,10,23,33,15,25
"chr1:15556458-15556639",234,27,209,85,53,177
"chr1:15598987-15599464",183,81,140,196,118,130
"chr1:15614698-15614926",54,22,40,59,19,40
"chr1:15631174-15631744",203,84,179,232,142,140
"chr1:15650016-15650467",196,95,216,216,152,157
"chr1:15651991-15652161",23,4,15,25,14,12
"chr1:15691344-15691550",21,7,25,20,7,13
"chr1:15736309-15736491",36,10,22,21,13,19
"chr1:15747566-15747740",53,10,33,33,16,28
"chr1:15750764-15750883",26,10,23,29,8,11
"chr1:15757496-15758064",208,108,214,246,147,152
"chr1:15827953-15828252",161,78,139,169,104,124
"chr1:15852965-15853128",47,14,24,24,17,33
"chr1:15910957-15911324",129,36,92,121,50,80
"chr1:15921679-15921882",65,17,13,75,37,50
"chr1:16029644-16029909",110,36,70,87,40,67
"chr1:16066312-16066553",59,17,52,59,24,44
"chr1:16067772-16068242",207,100,208,222,136,135
"chr1:16118490-16119032",229,98,211,222,136,154
"chr1:16129913-16130158",91,28,59,100,54,45
"chr1:16142024-16142442",151,59,112,180,115,100
"chr1:16202966-16203237",98,29,52,85,39,61
"chr1:16251288-16251547",78,25,55,75,37,63
"chr1:16264440-16264623",30,9,29,21,8,23
"chr1:16284044-16284231",51,10,37,44,13,17
"chr1:16302033-16302212",41,14,20,34,15,19
"chr1:16320979-16321454",217,110,183,210,132,135
"chr1:16333650-16333854",36,8,35,44,15,23
"chr1:16335363-16335883",219,102,225,239,158,155
"chr1:16344090-16344273",66,26,50,53,25,40
"chr1:16359322-16359724",208,97,199,208,109,153
"chr1:16382517-16382960",229,110,206,218,140,163
"chr1:16399471-16400426",295,130,255,271,133,147
"chr1:16405351-16405771",185,99,186,204,122,132
"chr1:16408737-16409235",223,96,217,220,129,143
"chr1:16440323-16440451",24,6,6,13,4,13
"chr1:16477767-16477911",27,7,13,19,4,14
"chr1:16481249-16481504",80,36,66,58,36,51
"chr1:16514206-16514679",203,100,202,218,139,140
"chr1:16531516-16531851",118,49,98,102,54,73
"chr1:16562689-16563085",82,19,74,79,43,58
"chr1:16570889-16571269",177,72,154,180,100,129
"chr1:16616566-16616746",63,15,16,67,35,39
"chr1:16678867-16679176",132,48,106,98,46,83
"chr1:16689895-16690186",129,53,62,153,89,92
"chr1:16693933-16694099",41,10,28,25,14,18
"chr1:16720137-16720331",45,18,50,47,20,46
"chr1:16766746-16767361",213,106,224,246,140,151
"chr1:16801496-16801701",47,16,50,53,25,33
"chr1:16825415-16825694",61,14,53,45,31,27
"chr1:16830150-16830287",15,1,8,14,10,17
"chr1:16847483-16847683",1,1,4,1,1,1
"chr1:16854218-16854350",6,1,1,1,1,3
"chr1:16870913-16871112",16,5,10,17,3,11
"chr1:16874984-16875197",1,1,1,1,1,1
"chr1:16905526-16905946",7,2,8,17,7,1
"chr1:16911922-16912233",3,1,1,1,1,1
"chr1:16918188-16918804",184,124,172,196,149,162
"chr1:16939561-16939958",100,40,82,85,36,48
"chr1:16947457-16948044",278,166,287,300,234,205
"chr1:16950713-16950933",169,11,138,27,14,89
"chr1:16951441-16951754",215,163,216,228,199,192
"chr1:16970907-16971528",240,102,250,261,132,174
"chr1:16976065-16976267",32,7,28,25,16,25
"chr1:16978299-16978506",29,13,6,28,10,19
"chr1:16982984-16983769",1,1,1,1,1,1
"chr1:16984870-16985075",18,7,8,7,6,13
"chr1:16992802-16992925",1,1,1,1,1,1
"chr1:17007336-17007585",24,3,15,20,8,17
"chr1:17011306-17011580",33,5,10,33,11,23
"chr1:17022996-17023214",62,19,48,42,29,40
"chr1:17026506-17027096",170,68,154,128,65,91
"chr1:17029478-17030063",298,158,292,322,219,194
"chr1:17033653-17034696",375,168,350,338,201,213
"chr1:17036127-17036816",366,198,386,403,295,253
"chr1:17038653-17038935",99,28,85,83,40,59
"chr1:17055159-17055345",2,1,2,1,1,1
"chr1:17067500-17067684",1,1,1,1,1,1
"chr1:17075358-17075591",8,1,4,9,2,4
"chr1:17076680-17077552",71,48,71,66,38,63
"chr1:17081936-17082202",43,17,12,43,14,23
"chr1:17084138-17084408",88,25,68,70,31,50
"chr1:17185734-17185947",11,3,7,9,7,1
"chr1:17189801-17189987",2,1,1,1,1,1
"chr1:17215639-17215850",1,1,3,1,1,2
"chr1:17222968-17223178",13,8,16,10,7,10
"chr1:17236390-17236623",64,23,21,87,35,54
"chr1:17240620-17240975",67,28,57,54,32,43
"chr1:17242119-17242284",28,4,21,23,6,15
"chr1:17251545-17251755",49,15,31,39,23,28
"chr1:17274015-17274317",69,17,60,65,37,43
"chr1:17278148-17278538",191,92,199,204,126,158
"chr1:17287212-17287427",35,10,30,30,15,19
"chr1:17289932-17290321",175,72,172,152,67,122
"chr1:17313243-17313845",172,53,152,155,66,111
"chr1:17326430-17326699",61,18,56,52,34,30
"chr1:17331590-17331735",42,8,26,29,8,28
"chr1:17372644-17372889",105,45,42,132,77,90
"chr1:17386103-17386503",185,78,183,177,119,131
"chr1:17402023-17402214",44,10,36,41,8,32
"chr1:17452194-17452697",199,110,226,228,137,162
"chr1:17538610-17538876",95,34,66,81,29,57
"chr1:17563537-17564011",234,78,204,200,103,145
"chr1:17600663-17601142",217,92,192,202,126,156
"chr1:17603265-17603418",21,10,21,25,5,12
"chr1:17662517-17663025",193,79,208,220,143,141
"chr1:17697128-17697518",124,44,100,130,65,83
"chr1:17732575-17733172",222,102,190,217,129,151
"chr1:17746257-17746730",247,110,226,256,179,154
"chr1:17766071-17766554",172,76,184,183,70,119
"chr1:17778758-17778964",60,9,30,28,20,27
"chr1:17803809-17804228",134,50,82,149,88,90
"chr1:17811790-17812174",150,65,114,150,83,92
"chr1:17820672-17821146",207,106,206,234,134,168
"chr1:17828688-17829252",202,94,202,207,122,137
"chr1:17834491-17834777",93,30,66,70,25,52
"chr1:17899183-17899477",69,23,47,50,13,48
"chr1:17901090-17901399",98,27,71,87,42,56
"chr1:17933298-17933828",205,83,205,224,131,150
"chr1:17953925-17954196",43,11,39,48,22,31
"chr1:17955967-17956266",91,28,75,87,43,61
"chr1:17973479-17973798",70,22,50,52,19,34
"chr1:17980226-17980672",189,80,195,200,130,127
"chr1:17988053-17988535",200,75,185,206,131,130
"chr1:17991004-17991131",21,7,24,28,9,17
"chr1:18022912-18023406",137,57,115,149,68,86
"chr1:18050272-18050451",30,5,36,32,10,20
"chr1:18071726-18071960",44,11,48,48,25,42
"chr1:18081668-18081904",67,12,41,27,14,45
"chr1:18085641-18085897",79,23,62,78,35,48
"chr1:18152607-18152997",151,69,166,164,89,107
"chr1:18208314-18208617",84,26,84,88,42,59
"chr1:18236216-18236505",105,27,75,83,41,61
"chr1:18246320-18246771",202,82,184,201,119,132
"chr1:18249353-18249753",167,69,150,167,96,103
"chr1:18310971-18311454",152,53,132,162,97,92
"chr1:18325443-18325747",100,41,70,101,58,77
"chr1:18368197-18368544",127,30,94,117,48,63
"chr1:18426862-18427371",173,48,122,184,110,112
"chr1:18436748-18437013",79,31,75,72,29,55
"chr1:18475594-18475799",43,6,40,39,15,22
"chr1:18523933-18524083",44,10,19,39,14,23
"chr1:18543947-18544220",78,23,54,59,31,48
"chr1:18561264-18561750",185,89,150,190,112,143
"chr1:18572990-18573402",168,69,141,154,83,106
"chr1:18616220-18616408",51,15,41,32,17,19
"chr1:18626177-18626533",164,75,131,156,105,98
"chr1:18629334-18629727",129,54,125,142,59,81
"chr1:18648969-18649344",97,41,78,91,34,64
"chr1:18650816-18651063",76,23,64,54,28,44
"chr1:18686855-18687016",30,8,20,26,6,21
"chr1:18700450-18700782",143,43,134,115,67,98
"chr1:18795175-18795370",46,17,25,48,22,40
"chr1:18812769-18813008",83,24,70,72,37,59
"chr1:18837930-18838362",138,52,117,141,80,97
"chr1:18857378-18857767",146,63,124,143,82,103
"chr1:18882900-18883232",117,47,65,146,80,93
"chr1:18887234-18887495",93,23,75,73,34,60
"chr1:18902077-18902422",143,51,123,141,62,94
"chr1:18907906-18908255",176,86,172,171,109,136
"chr1:18911294-18911557",106,35,50,86,34,73
"chr1:18923729-18924356",251,128,253,255,176,163
"chr1:18935084-18935355",62,12,23,39,28,42
"chr1:19000521-19000806",71,30,36,78,47,52
"chr1:19007860-19008185",130,54,99,139,66,94
"chr1:19121105-19121405",99,29,81,87,44,69
"chr1:19147178-19147712",219,106,231,222,106,145
"chr1:19201682-19202224",226,110,221,239,112,162
"chr1:19210590-19210982",179,93,187,183,104,133
"chr1:19233448-19233980",245,75,222,245,162,156
"chr1:19239423-19240018",241,138,265,285,173,176
"chr1:19248127-19248292",40,5,17,31,10,26
"chr1:19282240-19282560",63,24,46,48,17,26
"chr1:19338877-19339130",52,25,48,70,29,32
"chr1:19356040-19356188",30,8,21,18,8,21
"chr1:19422705-19423132",170,73,156,171,109,126
"chr1:19440081-19440516",170,58,145,153,94,109
"chr1:19506071-19506370",96,29,59,101,48,72
"chr1:19567690-19568167",197,95,197,203,142,143
"chr1:19664954-19665196",77,14,48,56,21,27
"chr1:19667933-19668412",183,78,177,201,104,130
"chr1:19670738-19671284",189,89,199,211,107,137
"chr1:19680180-19680363",36,2,23,12,7,21
"chr1:19700915-19701084",29,11,31,43,18,26
"chr1:19717769-19718215",190,74,166,176,109,136
"chr1:19725015-19725249",57,23,42,57,28,33
"chr1:19731751-19731977",38,8,24,37,16,28
"chr1:19737029-19737172",21,14,18,15,4,13
"chr1:19766404-19766580",55,7,43,42,27,23
"chr1:19772289-19772665",99,21,74,87,38,58
"chr1:19814304-19814500",72,24,49,64,36,52
"chr1:19908736-19909098",153,51,128,135,67,112
"chr1:19967280-19967483",62,15,46,38,21,28
"chr1:19969595-19969846",104,32,76,79,36,69
"chr1:19975226-19975492",68,26,60,67,24,52
"chr1:19977660-19978030",140,58,101,147,72,86
"chr1:19980152-19980581",194,76,170,202,117,120
"chr1:19986240-19986761",174,71,142,166,87,124
"chr1:19988266-19988653",113,34,62,133,86,77
"chr1:20031005-20031446",198,84,192,207,113,132
"chr1:20042053-20042551",226,104,210,221,150,152
"chr1:20063865-20064125",64,26,39,66,30,49
"chr1:20088641-20089226",189,80,176,197,135,129
"chr1:20098591-20098776",33,11,37,33,13,27
"chr1:20126025-20126332",75,27,50,60,23,52
"chr1:20137724-20138057",136,40,117,123,65,102
"chr1:20198699-20199011",96,41,71,115,50,52
"chr1:20208567-20209135",224,92,195,222,137,146
"chr1:20244489-20244884",167,81,142,184,117,120
"chr1:20284369-20284596",39,13,39,52,24,33
"chr1:20301200-20301700",233,112,226,240,154,175
"chr1:20325411-20325611",35,18,22,53,34,30
"chr1:20414229-20414496",96,28,51,83,50,48
"chr1:20415828-20416005",39,8,31,19,5,24
"chr1:20427306-20427777",198,93,173,218,134,134
"chr1:20435836-20435959",25,8,18,21,8,14
"chr1:20478765-20479260",204,88,210,227,122,151
"chr1:20484903-20485141",60,15,49,44,27,29
"chr1:20491971-20492206",67,21,43,61,33,49
"chr1:20521610-20522173",198,89,195,221,137,143
"chr1:20539309-20539734",161,53,160,184,122,102
"chr1:20543135-20543435",106,40,44,103,66,75
"chr1:20559917-20560159",40,16,23,45,26,31
"chr1:20563397-20563525",26,10,10,28,11,18
"chr1:20598103-20598247",43,11,14,41,11,22
"chr1:20656359-20656581",84,23,52,64,29,54
"chr1:20688271-20688744",207,84,189,192,110,145
"chr1:20693667-20693997",99,39,79,107,48,70
"chr1:20703325-20703805",186,83,173,165,90,119
"chr1:20756893-20757420",194,86,211,214,122,134
"chr1:20760658-20760841",74,35,54,81,44,58
"chr1:20795923-20796214",88,28,53,68,27,54
"chr1:20810321-20810868",154,40,115,134,45,76
"chr1:20812037-20812329",31,6,30,30,14,20
"chr1:20820277-20820834",218,86,179,218,146,149
"chr1:20848787-20849167",183,77,153,201,126,129
"chr1:20901693-20902107",178,75,164,185,106,127
"chr1:20959622-20960167",252,123,252,265,163,179
"chr1:20966550-20967100",202,72,151,192,124,138
"chr1:20987885-20988097",60,16,46,45,16,35
"chr1:21022815-21023650",387,151,361,365,192,258
"chr1:21028856-21029290",132,51,116,126,64,83
"chr1:21054561-21054749",52,10,38,49,20,21
"chr1:21059450-21059844",94,28,88,93,48,62
"chr1:21113935-21114065",23,5,16,17,5,12
"chr1:21308451-21308711",64,13,20,65,43,36
"chr1:21375112-21375252",32,3,19,22,13,24
"chr1:21521639-21522048",148,57,119,150,79,99
"chr1:21543347-21543792",177,77,169,208,116,125
"chr1:21544377-21544745",126,47,103,124,54,76
"chr1:21558495-21558757",137,64,76,138,91,80
"chr1:21571529-21571865",89,34,65,85,51,66
"chr1:21581645-21582107",192,93,171,206,105,130
"chr1:21594737-21594967",78,16,54,32,17,37
"chr1:21596583-21597088",187,74,170,182,94,126
"chr1:21629268-21629460",43,11,30,48,17,24
"chr1:21648511-21648696",42,13,37,18,12,23
"chr1:21661165-21661680",171,46,159,156,76,110
"chr1:21694920-21695429",249,107,246,245,178,157
"chr1:21697068-21697495",216,100,222,218,149,161
"chr1:21731474-21731608",26,9,23,26,12,14
"chr1:21781528-21781671",27,4,13,10,2,23
"chr1:21795099-21795421",90,28,65,87,42,59
"chr1:21817390-21817616",54,20,41,47,17,34
"chr1:21824333-21824493",48,13,31,46,23,26
"chr1:21835443-21835954",196,65,162,175,83,109
"chr1:21837790-21838011",59,21,41,43,16,36
"chr1:21861235-21861643",151,53,134,144,97,99
"chr1:21866409-21866706",122,46,103,99,65,76
"chr1:21900548-21900937",144,55,116,161,88,92
"chr1:21913550-21913724",35,7,20,21,9,15
"chr1:21922066-21922348",95,22,71,77,31,47
"chr1:21982260-21982529",84,20,76,64,21,51
"chr1:21984375-21984532",35,7,20,25,7,12
"chr1:21985535-21986077",298,149,299,285,170,214
"chr1:22029808-22030120",107,36,47,106,64,71
"chr1:22108983-22109202",57,20,43,45,18,23
"chr1:22109460-22109643",30,7,21,24,8,11
"chr1:22179600-22179773",46,9,39,14,11,26
"chr1:22208710-22208864",34,4,14,20,10,15
"chr1:22266189-22266435",75,22,74,76,27,48
"chr1:22290455-22290825",173,71,144,172,102,113
"chr1:22307035-22307436",72,17,61,79,28,41
"chr1:22308648-22308825",39,11,26,19,8,18
"chr1:22331651-22332100",103,32,74,111,58,61
"chr1:22345781-22346108",85,18,58,74,48,46
"chr1:22349374-22349733",119,31,66,119,61,74
"chr1:22432122-22432484",146,52,75,169,96,107
"chr1:22458155-22458774",254,108,250,234,129,164
"chr1:22468795-22469171",58,18,45,44,26,32
"chr1:22469791-22470090",73,23,58,71,26,33
"chr1:22498856-22499131",62,10,43,39,22,29
"chr1:22534689-22535208",195,65,179,185,94,140
"chr1:22552764-22552968",47,16,33,49,15,23
"chr1:22558584-22558780",54,17,40,40,26,32
"chr1:22564330-22564460",21,6,4,19,17,16
"chr1:22601705-22601836",32,17,22,29,11,22
"chr1:22602330-22602751",220,101,192,208,127,149
"chr1:22623343-22623512",24,10,23,23,8,17
"chr1:22643807-22644125",131,64,135,131,72,87
"chr1:22707114-22707305",34,10,28,16,17,21
"chr1:22743062-22743467",193,104,196,209,127,139
"chr1:22746883-22747322",186,86,188,189,118,123
"chr1:22783970-22784100",33,12,22,25,14,18
"chr1:22815891-22816066",34,8,9,25,8,17
"chr1:22826775-22826911",19,4,7,17,11,13
"chr1:22854372-22854724",97,37,70,99,53,58
"chr1:22965858-22966010",23,9,23,18,8,18
"chr1:22968519-22969040",218,105,211,250,143,151
"chr1:22981162-22981350",29,12,29,31,13,28
"chr1:22984910-22985206",69,24,40,97,54,41
"chr1:22992179-22992654",159,69,151,171,102,98
"chr1:23000663-23001024",156,51,132,170,117,110
"chr1:23030937-23031354",186,78,159,197,106,131
"chr1:23035823-23036030",43,8,29,35,9,25
"chr1:23058417-23058678",92,34,62,83,37,47
"chr1:23077646-23077967",148,47,104,131,58,87
"chr1:23145574-23145794",57,19,47,39,23,35
"chr1:23188582-23188932",163,58,171,188,114,115
"chr1:23215629-23216244",179,75,123,220,113,129
"chr1:23256782-23257193",185,79,158,182,112,136
"chr1:23290621-23291242",213,89,203,214,145,147
"chr1:23302864-23303491",288,116,207,267,158,188
"chr1:23345702-23346115",95,34,67,81,49,58
"chr1:23407936-23408201",89,28,49,75,40,54
"chr1:23425172-23425601",174,49,139,173,102,120
"chr1:23505506-23505743",62,21,30,57,16,32
"chr1:23511117-23511556",99,40,95,137,65,62
"chr1:23536815-23537130",63,23,50,52,30,35
"chr1:23543236-23543700",170,70,152,178,73,108
"chr1:23695413-23695669",38,18,35,38,19,17
"chr1:23730353-23730821",223,89,196,204,133,153
"chr1:23809940-23810164",42,13,32,45,16,26
"chr1:23810383-23810872",120,38,96,93,56,66
"chr1:23823480-23823998",194,92,195,237,141,151
"chr1:23854472-23854702",31,7,24,36,16,30
"chr1:23857132-23857501",83,8,64,40,11,43
"chr1:23857849-23858138",56,23,43,42,15,39
"chr1:23866244-23866752",206,88,200,200,136,134
"chr1:23871141-23871555",172,59,159,187,97,113
"chr1:23881315-23881766",110,33,83,91,47,66
"chr1:23892811-23893032",51,16,43,33,9,28
"chr1:23961273-23961877",194,75,170,197,126,127
"chr1:23963785-23964333",187,94,162,210,108,123
"chr1:23984142-23984599",197,95,203,217,151,146
"chr1:23991791-23992031",74,26,46,71,22,56
"chr1:24017976-24018345",152,56,98,131,66,93
"chr1:24018739-24018888",19,4,7,17,11,12
"chr1:24045003-24045325",135,43,108,132,58,98
"chr1:24072085-24072354",54,24,17,51,27,27
"chr1:24077721-24078217",201,82,182,204,116,125
"chr1:24098579-24098992",191,91,198,194,134,144
"chr1:24123312-24123605",117,40,88,105,43,71
"chr1:24125129-24125304",43,16,23,39,21,34
"chr1:24136179-24136634",218,114,220,225,146,152
"chr1:24137261-24137637",146,51,111,140,76,87
"chr1:24181161-24181395",65,28,38,80,43,45
"chr1:24194714-24195124",205,83,182,194,125,142
"chr1:24243296-24243759",154,82,140,176,100,128
"chr1:24275588-24275998",167,74,140,169,107,117
"chr1:24285412-24285833",106,38,91,106,49,75
"chr1:24306598-24306951",85,25,67,64,25,47
"chr1:24354617-24354887",79,26,27,91,44,61
"chr1:24397326-24397766",201,66,175,202,133,131
"chr1:24401890-24402082",32,12,29,28,10,27
"chr1:24439003-24439382",154,64,162,150,72,94
"chr1:24476949-24477367",217,80,202,204,125,141
"chr1:24481947-24482269",115,20,76,90,37,63
"chr1:24484444-24484771",106,39,65,68,45,70
"chr1:24525761-24526112",131,55,136,162,84,104
"chr1:24528321-24528941",230,84,203,249,129,141
"chr1:24580151-24580369",37,18,28,34,25,34
"chr1:24592919-24593106",35,6,30,25,18,27
"chr1:24613178-24613351",33,4,21,18,12,6
"chr1:24635260-24635480",67,24,51,72,26,39
"chr1:24711691-24712045",119,31,102,86,51,81
"chr1:24716534-24716965",170,77,132,196,131,115
"chr1:24717800-24718160",172,82,174,189,126,118
"chr1:24718800-24719293",174,61,152,184,113,103
"chr1:24741817-24742488",212,95,200,228,121,162
"chr1:24853758-24853972",111,38,78,136,87,65
"chr1:24868429-24868910",161,75,154,194,111,102
"chr1:24882303-24882581",53,33,71,78,39,42
"chr1:24894320-24894465",25,6,29,20,12,16
